,Symbol,Name,Size_Index,BM_Ratio_Index,Momentum_Index,ESG_Index,Monthly Return,Benchmark_Return,Abnormal_Return,Month
236,CEVA,"CEVA, Inc.",1,3.0,5.0,Laggard,5.1,0.29999999999999966,4.8,2020-08
237,CF,"CF Industries Holdings, Inc.",4,3.0,1.0,Laggard,5.1,10.433333333333334,-5.333333333333334,2020-08
238,CFG,"Citizens Financial Group, Inc.",4,5.0,2.0,Average,4.3,2.609090909090909,1.690909090909091,2020-08
239,CFR,"Cullen/Frost Bankers, Inc.",3,5.0,4.0,Average,-2.6,-0.05454545454545472,-2.5454545454545454,2020-08
240,CFX,Colfax Corporation,3,1.0,4.0,Laggard,14.4,0.7000000000000002,13.7,2020-08
241,CGNX,Cognex Corporation,4,3.0,5.0,Leader,3.6,3.4583333333333335,0.1416666666666666,2020-08
242,CHCO,City Holding Company,1,3.0,3.0,Average,2.4,6.245454545454546,-3.845454545454546,2020-08
243,CHCT,"Community Healthcare Trust, Inc.",1,3.0,5.0,Laggard,3.0,0.29999999999999966,2.7,2020-08
244,CHD,"Church & Dwight Co., Inc.",5,2.0,4.0,Average,-0.3,4.918181818181818,-5.218181818181818,2020-08
245,CHDN,Churchill Downs Incorporated,4,2.0,3.0,Average,26.2,6.0636363636363635,20.136363636363637,2020-08
246,CHE,Chemed Corporation,4,2.0,4.0,Average,5.1,0.22727272727272732,4.872727272727272,2020-08
247,CHEF,"Chefs' Warehouse, Inc.",1,1.0,1.0,Average,28.4,14.166666666666664,14.233333333333334,2020-08
248,CHH,"Choice Hotels International, Inc.",3,1.0,4.0,Average,18.1,0.7000000000000002,17.400000000000002,2020-08
249,CHRS,"Coherus BioSciences, Inc.",2,2.0,4.0,Average,7.8,7.172727272727273,0.627272727272727,2020-08
250,CHRW,"C.H. Robinson Worldwide, Inc.",4,2.0,4.0,Leader,4.9,0.22727272727272732,4.672727272727273,2020-08
251,CHTR,"Charter Communications, Inc. Class A",5,1.0,5.0,Laggard,6.1,2.3833333333333333,3.7166666666666663,2020-08
252,CHX,ChampionX Corporation,2,1.0,1.0,Average,7.7,10.191666666666666,-2.4916666666666663,2020-08
253,CI,Cigna Corporation,5,1.0,3.0,Leader,2.7,3.8666666666666667,-1.1666666666666665,2020-08
254,CIEN,Ciena Corporation,4,4.0,5.0,Average,-4.6,-0.5749999999999997,-4.025,2020-08
255,CINF,Cincinnati Financial Corporation,4,5.0,3.0,Average,1.9,1.4083333333333334,0.4916666666666665,2020-08
256,CIT,CIT Group Inc.,2,5.0,1.0,Average,5.5,8.508333333333335,-3.0083333333333346,2020-08
257,CKH,SEACOR Holdings Inc.,1,5.0,3.0,Laggard,8.7,8.533333333333333,0.16666666666666607,2020-08
258,CL,Colgate-Palmolive Company,5,2.0,3.0,Leader,2.7,3.8363636363636364,-1.1363636363636362,2020-08
259,CLB,Core Laboratories NV,1,1.0,1.0,Leader,-1.9,14.166666666666664,-16.066666666666663,2020-08
260,CLDT,Chatham Lodging Trust,1,5.0,1.0,Average,32.8,2.383333333333333,30.416666666666664,2020-08
261,CLF,Cleveland-Cliffs Inc,2,2.0,1.0,Average,27.0,12.333333333333334,14.666666666666666,2020-08
262,CLGX,"CoreLogic, Inc.",3,1.0,5.0,Average,-2.1,3.8333333333333335,-5.933333333333334,2020-08
263,CLH,"Clean Harbors, Inc.",3,2.0,1.0,Average,2.5,7.708333333333332,-5.208333333333332,2020-08
264,CLI,Mack-Cali Realty Corporation,2,5.0,2.0,Laggard,-12.4,6.481818181818183,-18.881818181818183,2020-08
265,CLW,Clearwater Paper Corporation,1,5.0,5.0,Average,-8.8,8.7,-17.5,2020-08
266,CLX,Clorox Company,5,2.0,5.0,Leader,-5.5,3.5500000000000003,-9.05,2020-08
267,CMA,Comerica Incorporated,3,5.0,1.0,Leader,2.6,8.008333333333333,-5.408333333333333,2020-08
268,CMC,Commercial Metals Company,3,5.0,5.0,Average,0.9,5.875,-4.975,2020-08
269,CMCSA,Comcast Corporation Class A,5,1.0,2.0,Average,4.7,4.6454545454545455,0.054545454545454675,2020-08
270,CMD,Cantel Medical Corp.,2,1.0,1.0,Average,11.1,10.191666666666666,0.9083333333333332,2020-08
271,CME,CME Group Inc. Class A,5,2.0,1.0,Average,5.8,6.675000000000001,-0.8750000000000009,2020-08
272,CMG,"Chipotle Mexican Grill, Inc.",5,3.0,4.0,Average,13.4,6.718181818181818,6.6818181818181825,2020-08
273,CMI,Cummins Inc.,5,4.0,3.0,Leader,7.9,5.718181818181819,2.1818181818181817,2020-08
274,CMO,Capstead Mortgage Corporation,1,5.0,4.0,Average,0.3,1.9727272727272727,-1.6727272727272726,2020-08
275,CMP,"Compass Minerals International, Inc.",2,2.0,3.0,Average,13.2,5.254545454545454,7.945454545454545,2020-08
276,CMS,CMS Energy Corporation,4,4.0,3.0,Leader,-5.1,3.19,-8.29,2020-08
277,CMTL,Comtech Telecommunications Corp.,1,1.0,2.0,Average,1.1,5.733333333333334,-4.633333333333335,2020-08
278,CNC,Centene Corporation,5,4.0,4.0,Average,-6.0,1.7545454545454546,-7.754545454545455,2020-08
279,CNK,"Cinemark Holdings, Inc.",2,1.0,1.0,Average,23.8,10.191666666666666,13.608333333333334,2020-08
280,CNMD,CONMED Corporation,2,1.0,3.0,Average,4.6,1.7999999999999992,2.8000000000000007,2020-08
281,CNO,"CNO Financial Group, Inc.",2,5.0,4.0,Average,7.9,3.127272727272727,4.772727272727273,2020-08
282,CNP,"CenterPoint Energy, Inc.",4,3.0,1.0,Average,6.4,10.433333333333334,-4.033333333333333,2020-08
283,CNSL,"Consolidated Communications Holdings, Inc.",1,1.0,5.0,Average,6.6,0.2916666666666668,6.308333333333333,2020-08
284,CNX,CNX Resources Corporation,2,5.0,5.0,Average,13.6,8.783333333333333,4.816666666666666,2020-08
285,CNXN,"PC Connection, Inc.",2,4.0,5.0,Laggard,1.4,-1.033333333333333,2.4333333333333327,2020-08
286,COF,Capital One Financial Corporation,5,5.0,1.0,Laggard,8.4,1.2000000000000002,7.2,2020-08
287,COG,Cabot Oil & Gas Corporation,4,4.0,3.0,Laggard,2.0,3.19,-1.19,2020-08
288,COHR,"Coherent, Inc.",3,3.0,3.0,Leader,-18.9,4.481818181818182,-23.381818181818183,2020-08
289,COHU,"Cohu, Inc.",1,1.0,5.0,Laggard,-8.7,0.2916666666666668,-8.991666666666665,2020-08
290,COKE,"Coca-Cola Consolidated, Inc.",2,1.0,3.0,Laggard,19.1,1.7999999999999992,17.3,2020-08
291,COLB,"Columbia Banking System, Inc.",2,4.0,3.0,Average,-2.6,2.072727272727272,-4.672727272727272,2020-08
292,COLM,Columbia Sportswear Company,3,4.0,1.0,Average,12.8,3.508333333333333,9.291666666666668,2020-08
293,CONE,"CyrusOne, Inc.",4,4.0,5.0,Average,0.1,-0.5749999999999997,0.6749999999999997,2020-08
294,COO,"Cooper Companies, Inc.",4,2.0,1.0,Average,11.1,9.508333333333331,1.5916666666666686,2020-08
295,COOP,"Mr. Cooper Group, Inc.",2,5.0,5.0,Average,12.2,8.783333333333333,3.416666666666666,2020-08
296,COP,ConocoPhillips,5,5.0,1.0,Leader,1.3,1.2000000000000002,0.09999999999999987,2020-08
297,COR,CoreSite Realty Corporation,4,2.0,4.0,Average,-5.1,0.22727272727272732,-5.327272727272727,2020-08
298,CORE,"Core-Mark Holding Company, Inc.",2,4.0,2.0,Average,26.5,10.727272727272727,15.772727272727273,2020-08
299,CORT,Corcept Therapeutics Incorporated.,2,3.0,5.0,Average,-15.1,-4.058333333333333,-11.041666666666668,2020-08
300,COST,Costco Wholesale Corporation,5,4.0,3.0,Average,6.8,5.718181818181819,1.0818181818181811,2020-08
301,COTY,Coty Inc. Class A,3,1.0,1.0,Laggard,-3.5,7.591666666666665,-11.091666666666665,2020-08
302,CPB,Campbell Soup Company,4,1.0,4.0,Leader,6.1,2.545454545454545,3.5545454545454547,2020-08
303,CPF,Central Pacific Financial Corp.,1,4.0,2.0,Laggard,1.0,2.9818181818181815,-1.9818181818181815,2020-08
304,CPK,Chesapeake Utilities Corporation,2,3.0,3.0,Average,-3.2,5.0249999999999995,-8.225,2020-08
305,CPRI,Capri Holdings Limited,2,1.0,1.0,Average,5.7,10.191666666666666,-4.491666666666666,2020-08
306,CPRT,"Copart, Inc.",5,4.0,3.0,Average,10.8,5.718181818181819,5.081818181818182,2020-08
307,CPSI,"Computer Programs and Systems, Inc.",1,1.0,4.0,Average,11.3,13.409090909090908,-2.1090909090909076,2020-08
308,CPT,Camden Property Trust,4,4.0,2.0,Average,0.1,4.0583333333333345,-3.9583333333333344,2020-08
309,CR,Crane Co.,3,1.0,2.0,Average,0.7,7.018181818181817,-6.318181818181817,2020-08
310,CREE,"Cree, Inc.",4,4.0,4.0,Average,-8.4,4.463636363636364,-12.863636363636363,2020-08
311,CRI,"Carter's, Inc.",3,2.0,2.0,Average,1.1,0.509090909090909,0.590909090909091,2020-08
312,CRL,"Charles River Laboratories International, Inc.",4,2.0,5.0,Laggard,10.0,5.041666666666667,4.958333333333333,2020-08
313,CRM,"salesforce.com, inc.",5,3.0,3.0,Leader,39.9,9.036363636363637,30.86363636363636,2020-08
314,CRMT,"America's Car-Mart, Inc.",1,3.0,5.0,Average,5.6,0.29999999999999966,5.3,2020-08
315,CROX,"Crocs, Inc.",3,2.0,5.0,Average,11.0,2.625,8.375,2020-08
316,CRS,Carpenter Technology Corporation,1,3.0,1.0,Laggard,-5.1,13.725,-18.825,2020-08
317,CRUS,"Cirrus Logic, Inc.",3,3.0,4.0,Average,-11.6,2.036363636363636,-13.636363636363637,2020-08
318,CRVL,CorVel Corporation,2,2.0,3.0,Average,4.4,5.254545454545454,-0.8545454545454536,2020-08
319,CRY,"CryoLife, Inc.",1,1.0,2.0,Average,4.2,5.733333333333334,-1.533333333333334,2020-08
320,CSCO,"Cisco Systems, Inc.",5,3.0,1.0,Leader,-10.4,6.508333333333334,-16.908333333333335,2020-08
321,CSGS,"CSG Systems International, Inc.",2,2.0,2.0,Average,1.0,2.772727272727273,-1.772727272727273,2020-08
322,CSII,"Cardiovascular Systems, Inc.",2,2.0,1.0,Average,7.2,12.333333333333334,-5.133333333333334,2020-08
323,CSL,Carlisle Companies Incorporated,4,2.0,1.0,Average,10.4,9.508333333333331,0.8916666666666693,2020-08
324,CSX,CSX Corporation,5,4.0,2.0,Average,7.5,3.163636363636364,4.336363636363636,2020-08
325,CTAS,Cintas Corporation,5,3.0,3.0,Average,10.4,9.036363636363637,1.3636363636363633,2020-08
326,CTB,Cooper Tire & Rubber Company,2,5.0,5.0,Average,11.6,8.783333333333333,2.8166666666666664,2020-08
327,CTLT,Catalent Inc,4,1.0,5.0,Average,5.9,3.2750000000000004,2.625,2020-08
328,CTRE,CareTrust REIT Inc,2,4.0,3.0,Laggard,7.5,2.072727272727272,5.427272727272728,2020-08
329,CTS,CTS Corporation,1,2.0,2.0,Average,5.2,7.763636363636365,-2.5636363636363644,2020-08
330,CTSH,Cognizant Technology Solutions Corporation Class A,5,4.0,2.0,Average,-1.8,3.163636363636364,-4.963636363636364,2020-08
331,CTVA,Corteva Inc,5,4.0,2.0,Average,0.4,3.163636363636364,-2.763636363636364,2020-08
332,CTXS,"Citrix Systems, Inc.",4,2.0,5.0,Average,1.7,5.041666666666667,-3.341666666666667,2020-08
333,CUB,Cubic Corporation,2,2.0,1.0,Leader,12.4,12.333333333333334,0.06666666666666643,2020-08
334,CUBI,"Customers Bancorp, Inc.",1,5.0,3.0,Average,7.8,8.533333333333333,-0.7333333333333334,2020-08
335,CUZ,Cousins Properties Incorporated,3,5.0,4.0,Average,-2.8,-0.05454545454545472,-2.745454545454545,2020-08
336,CVBF,CVB Financial Corp.,3,4.0,3.0,Average,0.8,5.4,-4.6000000000000005,2020-08
337,CVCO,"Cavco Industries, Inc.",2,3.0,4.0,Average,-4.7,-1.4800000000000002,-3.2199999999999998,2020-08
338,CVET,"Covetrus, Inc.",3,1.0,3.0,Average,3.4,5.283333333333334,-1.8833333333333342,2020-08
339,CVGW,"Calavo Growers, Inc.",1,2.0,2.0,Average,9.9,7.763636363636365,2.136363636363636,2020-08
340,CVLT,"CommVault Systems, Inc.",2,2.0,3.0,Average,-1.9,5.254545454545454,-7.154545454545454,2020-08
341,CVS,CVS Health Corporation,5,1.0,4.0,Average,-1.3,0.2636363636363636,-1.5636363636363637,2020-08
342,CVX,Chevron Corporation,5,5.0,2.0,Average,1.5,2.227272727272727,-0.7272727272727271,2020-08
343,CW,Curtiss-Wright Corporation,3,2.0,1.0,Average,14.8,7.708333333333332,7.091666666666669,2020-08
344,CWT,California Water Service Group,2,3.0,3.0,Average,-2.8,5.0249999999999995,-7.824999999999999,2020-08
345,CXO,Concho Resources Inc.,4,5.0,2.0,Laggard,-0.7,2.609090909090909,-3.3090909090909086,2020-08
346,CXW,"CoreCivic, Inc.",1,4.0,2.0,Laggard,4.5,2.9818181818181815,1.5181818181818185,2020-08
347,CYH,"Community Health Systems, Inc.",1,1.0,5.0,Laggard,3.8,0.2916666666666668,3.508333333333333,2020-08
348,CYTK,"Cytokinetics, Incorporated",2,1.0,5.0,Laggard,10.8,0.28333333333333277,10.516666666666667,2020-08
349,CZR,Caesars Entertainment Inc,3,1.0,2.0,Average,47.5,7.018181818181817,40.481818181818184,2020-08
350,D,Dominion Energy Inc,5,4.0,3.0,Average,-3.2,5.718181818181819,-8.918181818181818,2020-08
351,DAL,"Delta Air Lines, Inc.",4,2.0,1.0,Average,23.5,9.508333333333331,13.991666666666669,2020-08
352,DAN,Dana Incorporated,2,4.0,2.0,Average,22.0,10.727272727272727,11.272727272727273,2020-08
353,DAR,Darling Ingredients Inc.,3,3.0,5.0,Average,14.5,5.008333333333332,9.491666666666667,2020-08
354,DBD,Diebold Nixdorf Incorporated,1,1.0,2.0,Average,19.7,5.733333333333334,13.966666666666665,2020-08
355,DBI,Designer Brands Inc. Class A,1,4.0,1.0,Average,19.3,9.208333333333334,10.091666666666667,2020-08
356,DCI,"Donaldson Company, Inc.",4,3.0,2.0,Average,4.6,3.4909090909090916,1.109090909090908,2020-08
357,DCOM,"Dime Community Bancshares, Inc.",1,5.0,3.0,Laggard,11.0,8.533333333333333,2.466666666666667,2020-08
358,DD,"DuPont de Nemours, Inc.",5,2.0,1.0,Average,4.3,6.675000000000001,-2.375000000000001,2020-08
359,DDD,3D Systems Corporation,1,2.0,3.0,Average,-16.7,1.8909090909090913,-18.59090909090909,2020-08
360,DE,Deere & Company,5,4.0,3.0,Average,19.1,5.718181818181819,13.381818181818183,2020-08
361,DEA,"Easterly Government Properties, Inc.",2,4.0,5.0,Average,0.0,-1.033333333333333,1.033333333333333,2020-08
362,DECK,Deckers Outdoor Corporation,4,4.0,5.0,Leader,-2.6,-0.5749999999999997,-2.0250000000000004,2020-08
363,DEI,"Douglas Emmett, Inc",4,4.0,1.0,Average,-4.2,2.991666666666667,-7.191666666666667,2020-08
364,DFS,Discover Financial Services,4,5.0,1.0,Average,8.3,7.633333333333333,0.6666666666666679,2020-08
365,DG,Dollar General Corporation,5,3.0,4.0,Laggard,6.0,6.718181818181818,-0.7181818181818178,2020-08
366,DGX,Quest Diagnostics Incorporated,4,1.0,4.0,Leader,-12.5,2.545454545454545,-15.045454545454545,2020-08
367,DHC,Diversified Healthcare Trust,1,5.0,2.0,Laggard,-2.4,14.32727272727273,-16.72727272727273,2020-08
368,DHI,"D.R. Horton, Inc.",5,5.0,5.0,Average,8.1,1.366666666666667,6.7333333333333325,2020-08
369,DHR,Danaher Corporation,5,2.0,5.0,Average,1.3,3.5500000000000003,-2.25,2020-08
370,DIN,"Dine Brands Global, Inc.",1,1.0,2.0,Average,31.1,5.733333333333334,25.366666666666667,2020-08
371,DIOD,Diodes Incorporated,3,4.0,5.0,Laggard,-5.0,4.8500000000000005,-9.850000000000001,2020-08
372,DIS,Walt Disney Company,5,2.0,1.0,Average,12.8,6.675000000000001,6.125,2020-08
373,DISCA,"Discovery, Inc. Class A",4,1.0,1.0,Average,4.6,6.099999999999999,-1.4999999999999991,2020-08
374,DISH,DISH Network Corporation Class A,4,1.0,3.0,Laggard,10.6,6.125,4.475,2020-08
375,DKS,"Dick's Sporting Goods, Inc.",3,4.0,5.0,Average,18.6,4.8500000000000005,13.75,2020-08
376,DLPH,Delphi Technologies Plc,2,3.0,2.0,Average,15.9,7.718181818181819,8.181818181818182,2020-08
377,DLR,"Digital Realty Trust, Inc.",5,4.0,4.0,Average,-3.0,1.7545454545454546,-4.754545454545455,2020-08
378,DLTR,"Dollar Tree, Inc.",5,3.0,2.0,Average,3.1,6.300000000000001,-3.2000000000000006,2020-08
379,DLX,Deluxe Corporation,2,1.0,2.0,Average,1.7,5.845454545454545,-4.145454545454545,2020-08
380,DNKN,"Dunkin' Brands Group, Inc.",4,1.0,2.0,Average,11.3,3.763636363636365,7.536363636363635,2020-08
381,DNOW,NOW Inc.,1,4.0,3.0,Average,-7.7,9.42727272727273,-17.12727272727273,2020-08
382,DOC,Physicians Realty Trust,3,5.0,5.0,Average,0.6,5.875,-5.275,2020-08
383,DORM,"Dorman Products, Inc.",3,4.0,5.0,Average,3.6,4.8500000000000005,-1.2500000000000004,2020-08
384,DOV,Dover Corporation,4,1.0,3.0,Average,7.2,6.125,1.0750000000000002,2020-08
385,DOW,"Dow, Inc.",5,3.0,1.0,Average,11.6,6.508333333333334,5.091666666666666,2020-08
386,DPZ,"Domino's Pizza, Inc.",4,1.0,5.0,Average,5.8,3.2750000000000004,2.5249999999999995,2020-08
387,DRE,Duke Realty Corporation,4,5.0,5.0,Average,-3.5,0.4166666666666666,-3.9166666666666665,2020-08
388,DRH,DiamondRock Hospitality Company,1,5.0,1.0,Average,14.7,2.383333333333333,12.316666666666666,2020-08
389,DRI,"Darden Restaurants, Inc.",4,2.0,1.0,Average,14.2,9.508333333333331,4.691666666666668,2020-08
390,DRQ,"Dril-Quip, Inc.",2,5.0,3.0,Average,-0.5,5.7250000000000005,-6.2250000000000005,2020-08
391,DSPG,"DSP Group, Inc.",1,3.0,4.0,Laggard,-3.4,10.08181818181818,-13.48181818181818,2020-08
392,DTE,DTE Energy Company,5,4.0,2.0,Average,2.6,3.163636363636364,-0.5636363636363639,2020-08
393,DUK,Duke Energy Corporation,5,5.0,4.0,Average,-4.1,2.436363636363636,-6.536363636363635,2020-08
394,DVA,DaVita Inc.,4,1.0,5.0,Average,-0.7,3.2750000000000004,-3.9750000000000005,2020-08
395,DVN,Devon Energy Corporation,3,4.0,1.0,Average,6.1,3.508333333333333,2.591666666666667,2020-08
396,DXC,DXC Technology Co.,3,1.0,1.0,Average,11.6,7.591666666666665,4.008333333333335,2020-08
397,DXCM,"DexCom, Inc.",5,3.0,5.0,Average,-2.3,2.891666666666668,-5.191666666666668,2020-08
398,DXPE,"DXP Enterprises, Inc.",1,2.0,1.0,Laggard,14.0,3.9333333333333336,10.066666666666666,2020-08
399,DY,"Dycom Industries, Inc.",2,3.0,2.0,Average,43.6,7.718181818181819,35.88181818181818,2020-08
400,EA,Electronic Arts Inc.,5,4.0,5.0,Average,-1.5,7.033333333333332,-8.533333333333331,2020-08
401,EAT,"Brinker International, Inc.",1,1.0,3.0,Average,67.5,13.227272727272727,54.27272727272727,2020-08
402,EBAY,eBay Inc.,5,2.0,5.0,Average,-0.6,3.5500000000000003,-4.15,2020-08
403,EBIX,"Ebix, Inc.",1,1.0,1.0,Laggard,4.6,14.166666666666664,-9.566666666666665,2020-08
404,EBS,Emergent BioSolutions Inc.,4,3.0,5.0,Laggard,2.5,3.4583333333333335,-0.9583333333333335,2020-08
405,ECHO,"Echo Global Logistics, Inc",1,1.0,4.0,Leader,9.0,13.409090909090908,-4.409090909090908,2020-08
406,ECL,Ecolab Inc.,5,2.0,2.0,Leader,5.3,6.972727272727273,-1.6727272727272728,2020-08
407,ECOL,"US Ecology, Inc.",1,1.0,2.0,Laggard,7.1,5.733333333333334,1.3666666666666654,2020-08
408,ECPG,"Encore Capital Group, Inc.",2,2.0,4.0,Average,25.8,7.172727272727273,18.62727272727273,2020-08
409,ED,"Consolidated Edison, Inc.",5,5.0,3.0,Leader,-6.1,2.275,-8.375,2020-08
410,EFX,Equifax Inc.,5,1.0,4.0,Average,3.8,0.2636363636363636,3.536363636363636,2020-08
411,EGBN,"Eagle Bancorp, Inc.",1,4.0,4.0,Laggard,-4.3,8.781818181818183,-13.081818181818182,2020-08
412,EGHT,"8x8, Inc.",2,2.0,1.0,Average,6.2,12.333333333333334,-6.133333333333334,2020-08
413,EGOV,NIC Inc.,2,2.0,3.0,Laggard,-2.5,5.254545454545454,-7.754545454545454,2020-08
414,EGP,"EastGroup Properties, Inc.",3,3.0,3.0,Laggard,0.4,4.481818181818182,-4.081818181818182,2020-08
415,EGRX,"Eagle Pharmaceuticals, Inc.",1,2.0,4.0,Average,-14.5,2.4454545454545453,-16.945454545454545,2020-08
416,EHC,Encompass Health Corporation,4,1.0,3.0,Leader,-4.2,6.125,-10.325,2020-08
417,EHTH,"eHealth, Inc.",2,3.0,1.0,Average,-8.7,4.575,-13.274999999999999,2020-08
418,EIG,"Employers Holdings, Inc.",1,5.0,4.0,Laggard,1.0,1.9727272727272727,-0.9727272727272727,2020-08
419,EIX,Edison International,5,5.0,2.0,Average,-5.7,2.227272727272727,-7.927272727272728,2020-08
420,EL,Estee Lauder Companies Inc. Class A,5,3.0,2.0,Average,12.5,6.300000000000001,6.199999999999999,2020-08
421,ELY,Callaway Golf Company,2,2.0,4.0,Average,9.5,7.172727272727273,2.327272727272727,2020-08
422,EME,"EMCOR Group, Inc.",3,2.0,2.0,Leader,9.5,0.509090909090909,8.99090909090909,2020-08
423,EMN,Eastman Chemical Company,4,2.0,3.0,Average,-2.0,6.0636363636363635,-8.063636363636363,2020-08
424,EMR,Emerson Electric Co.,5,3.0,2.0,Average,12.8,6.300000000000001,6.5,2020-08
425,ENDP,Endo International Plc,1,1.0,4.0,Average,-13.5,13.409090909090908,-26.909090909090907,2020-08
426,ENPH,"Enphase Energy, Inc.",4,3.0,5.0,Average,27.9,3.4583333333333335,24.441666666666666,2020-08
427,ENR,Energizer Holdings Inc,3,1.0,5.0,Average,-7.1,3.8333333333333335,-10.933333333333334,2020-08
428,ENS,EnerSys,3,2.0,3.0,Average,7.0,5.627272727272728,1.3727272727272721,2020-08
429,ENSG,"Ensign Group, Inc.",3,4.0,3.0,Average,27.3,5.4,21.9,2020-08
430,ENTA,"Enanta Pharmaceuticals, Inc.",1,3.0,1.0,Average,13.8,13.725,0.07500000000000107,2020-08
431,ENVA,Enova International Inc,1,2.0,2.0,Laggard,6.2,7.763636363636365,-1.5636363636363644,2020-08
432,EOG,"EOG Resources, Inc.",5,5.0,1.0,Average,-3.2,1.2000000000000002,-4.4,2020-08
433,EPAC,Enerpac Tool Group Corp Class A,1,2.0,4.0,Average,10.1,2.4454545454545453,7.654545454545454,2020-08
434,EPAY,"Bottomline Technologies (de), Inc.",2,2.0,4.0,Average,-1.3,7.172727272727273,-8.472727272727273,2020-08
435,EPC,Edgewell Personal Care Co.,2,1.0,4.0,Average,-3.9,2.0454545454545454,-5.945454545454545,2020-08
436,EPR,EPR Properties,2,4.0,1.0,Laggard,12.9,5.291666666666667,7.608333333333333,2020-08
437,EPRT,"Essential Properties Realty Trust, Inc.",2,5.0,3.0,Average,5.4,5.7250000000000005,-0.3250000000000002,2020-08
438,EQIX,"Equinix, Inc.",5,3.0,5.0,Leader,0.9,2.891666666666668,-1.991666666666668,2020-08
439,EQR,Equity Residential,5,4.0,1.0,Average,5.3,5.6499999999999995,-0.34999999999999964,2020-08
440,EQT,EQT Corporation,3,5.0,5.0,Average,9.3,5.875,3.4250000000000007,2020-08
441,ES,Eversource Energy,5,5.0,5.0,Leader,-4.8,1.366666666666667,-6.166666666666667,2020-08
442,ESE,ESCO Technologies Inc.,2,2.0,4.0,Average,4.6,7.172727272727273,-2.572727272727273,2020-08
443,ESNT,Essent Group Ltd.,3,5.0,3.0,Laggard,0.1,4.833333333333335,-4.733333333333335,2020-08
444,ESS,"Essex Property Trust, Inc.",4,4.0,1.0,Average,-1.9,2.991666666666667,-4.8916666666666675,2020-08
445,ETFC,E*TRADE Financial Corporation,4,4.0,3.0,Average,6.8,3.19,3.61,2020-08
446,ETH,Ethan Allen Interiors Inc.,1,4.0,3.0,Average,20.3,9.42727272727273,10.872727272727271,2020-08
447,ETN,Eaton Corp. Plc,5,2.0,4.0,Average,10.4,4.918181818181818,5.481818181818182,2020-08
448,ETR,Entergy Corporation,5,5.0,4.0,Average,-4.8,2.436363636363636,-7.236363636363636,2020-08
449,ETRN,Equitrans Midstream Corp.,3,1.0,1.0,Laggard,8.1,7.591666666666665,0.5083333333333346,2020-08
450,ETSY,"Etsy, Inc.",4,2.0,5.0,Average,1.1,5.041666666666667,-3.941666666666667,2020-08
451,EV,Eaton Vance Corp.,3,3.0,2.0,Laggard,13.5,3.5545454545454542,9.945454545454545,2020-08
452,EVR,Evercore Inc Class A,2,3.0,1.0,Average,12.9,4.575,8.325,2020-08
453,EVRG,"Evergy, Inc.",4,5.0,5.0,Average,-17.1,0.4166666666666666,-17.51666666666667,2020-08
454,EVTC,"EVERTEC, Inc.",2,1.0,3.0,Average,12.8,1.7999999999999992,11.000000000000002,2020-08
455,EW,Edwards Lifesciences Corporation,5,3.0,2.0,Leader,9.5,6.300000000000001,3.1999999999999993,2020-08
456,EWBC,"East West Bancorp, Inc.",3,5.0,3.0,Average,6.9,4.833333333333335,2.0666666666666655,2020-08
457,EXC,Exelon Corporation,5,5.0,3.0,Leader,-3.4,2.275,-5.675,2020-08
458,EXEL,"Exelixis, Inc.",4,4.0,4.0,Laggard,-3.8,4.463636363636364,-8.263636363636364,2020-08
459,EXLS,"ExlService Holdings, Inc.",2,2.0,3.0,Average,-0.6,5.254545454545454,-5.854545454545454,2020-08
460,EXP,Eagle Materials Inc.,3,3.0,2.0,Laggard,1.9,3.5545454545454542,-1.6545454545454543,2020-08
461,EXPD,"Expeditors International of Washington, Inc.",4,4.0,4.0,Leader,4.6,4.463636363636364,0.1363636363636358,2020-08
462,EXPE,"Expedia Group, Inc.",4,1.0,1.0,Average,21.2,6.099999999999999,15.100000000000001,2020-08
463,EXPO,"Exponent, Inc.",3,3.0,4.0,Average,-4.3,2.036363636363636,-6.336363636363636,2020-08
464,EXR,Extra Space Storage Inc.,4,4.0,2.0,Laggard,3.1,4.0583333333333345,-0.9583333333333344,2020-08
465,EXTR,"Extreme Networks, Inc.",1,1.0,2.0,Average,-4.0,5.733333333333334,-9.733333333333334,2020-08
466,EZPW,"EZCORP, Inc. Class A",1,5.0,3.0,Laggard,-5.9,8.533333333333333,-14.433333333333334,2020-08
467,F,Ford Motor Company,5,5.0,2.0,Laggard,3.2,2.227272727272727,0.9727272727272731,2020-08
468,FAF,First American Financial Corporation,4,5.0,4.0,Average,3.1,3.3090909090909095,-0.20909090909090944,2020-08
469,FANG,"Diamondback Energy, Inc.",4,5.0,1.0,Laggard,-1.3,7.633333333333333,-8.933333333333334,2020-08
470,FARO,"FARO Technologies, Inc.",1,3.0,5.0,Average,-5.6,0.29999999999999966,-5.8999999999999995,2020-08
471,FAST,Fastenal Company,5,4.0,5.0,Leader,3.9,7.033333333333332,-3.1333333333333324,2020-08
472,FB,"Facebook, Inc. Class A",5,4.0,4.0,Average,15.6,1.7545454545454546,13.845454545454546,2020-08
473,FBC,"Flagstar Bancorp, Inc.",2,5.0,4.0,Average,0.3,3.127272727272727,-2.827272727272727,2020-08
474,FBHS,"Fortune Brands Home & Security, Inc.",4,2.0,5.0,Average,10.2,5.041666666666667,5.158333333333332,2020-08
475,FBK,FB Financial Corporation,1,3.0,2.0,Laggard,6.6,6.727272727272726,-0.1272727272727261,2020-08
