Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,31 MktVal Co,31 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL),31 Price Chg (LOCAL)
BMI,"Badger Meter, Inc.",NYSE,Industrials,"1,718.8",7.1,29.1,"1,890.2",0.1,7.1,7.4,415.8,5.3,6.6,6.3,AAA,"1,663.8",57.1,"1,663.8",57.1,"1,663.8",57.1,"1,634.7",56.1,"1,668.7",57.3,"1,668.1",57.3,"1,678.3",57.6,"1,746.5",60.0,"1,746.5",60.0,"1,746.5",60.0,"1,740.6",59.8,"1,649.8",56.7,"1,620.4",55.7,"1,590.7",54.6,"1,630.6",56.0,"1,630.6",56.0,"1,630.6",56.0,"1,767.7",60.7,"1,717.9",59.0,"1,767.1",60.7,"1,746.2",60.0,"1,779.1",61.1,"1,779.1",61.1,"1,779.1",61.1,"1,779.1",61.1,"1,848.4",63.5,"1,853.0",63.6,"1,805.6",62.0,"1,781.7",61.2,"1,781.7",61.2,"1,781.7",61.2,71.6,2.5,-3.2,0.0,0.0,-1.8,2.1,0.0,0.6,4.1,0.0,0.0,-0.3,-5.2,-1.8,-1.8,2.5,0.0,0.0,8.4,-2.8,2.9,-1.2,1.9,0.0,0.0,0.0,3.9,0.3,-2.6,-1.3,0.0,0.0
BMY,Bristol-Myers Squibb Company,NYSE,Healthcare,"137,580.4",-15.6,"2,228.0","150,473.2",-0.2,34.2,-0.9,"34,862.0",5.2,4.7,4.1,A,"136,336.0",60.3,"136,336.0",60.3,"136,336.0",60.3,"136,132.4",60.2,"138,824.7",61.4,"138,304.4",61.1,"138,114.6",61.0,"138,137.2",61.1,"138,137.2",61.1,"138,137.2",61.1,"141,780.1",62.7,"143,341.4",63.4,"143,160.4",63.3,"144,291.7",63.8,"145,015.8",64.1,"145,015.8",64.1,"145,015.8",64.1,"143,907.1",63.6,"141,893.3",62.7,"139,562.7",61.7,"138,340.8",61.1,"137,548.9",60.8,"137,548.9",60.8,"137,548.9",60.8,"137,548.9",60.8,"136,485.4",60.3,"136,666.5",60.4,"135,331.5",59.8,"135,127.8",59.7,"135,127.8",59.7,"135,127.8",59.7,"3,292.9",1.5,-0.9,0.0,0.0,-0.1,2.0,-0.4,-0.1,0.0,0.0,0.0,2.6,1.1,-0.1,0.8,0.5,0.0,0.0,-0.8,-1.4,-1.6,-0.9,-0.6,0.0,0.0,0.0,-0.8,0.1,-1.0,-0.2,0.0,0.0
BNED,"Barnes & Noble Education, Inc.",NYSE,Consumer Cyclicals,86.5,5.6,48.3,206.2,1.3,-59.1,-8.3,"1,735.4",#N/A,#N/A,#N/A,@NA,81.6,1.7,81.6,1.7,81.6,1.7,79.7,1.7,77.3,1.6,75.3,1.6,73.4,1.5,77.8,1.6,77.8,1.6,77.8,1.6,74.4,1.5,72.4,1.5,63.8,1.3,61.8,1.3,64.2,1.3,64.2,1.3,64.2,1.3,66.7,1.4,62.8,1.3,62.3,1.3,61.8,1.3,62.3,1.3,62.3,1.3,62.3,1.3,62.3,1.3,72.4,1.5,86.9,1.8,79.7,1.7,74.9,1.6,74.9,1.6,74.9,1.6,7.8,0.2,-5.6,0.0,0.0,-2.4,-3.0,-2.5,-2.6,5.9,0.0,0.0,-4.3,-2.6,-12.0,-3.0,3.9,0.0,0.0,3.8,-5.8,-0.8,-0.8,0.8,0.0,0.0,0.0,16.3,20.0,-8.3,-6.1,0.0,0.0
BOH,Bank of Hawaii Corporation,NYSE,Finance,"2,727.9",31.4,40.0,"3,832.5",0.3,-13.5,0.8,748.5,1.9,6.9,4.5,A,"2,579.9",64.5,"2,579.9",64.5,"2,579.9",64.5,"2,544.3",63.6,"2,451.5",61.3,"2,435.1",60.9,"2,439.5",61.0,"2,530.7",63.3,"2,530.7",63.3,"2,530.7",63.3,"2,453.9",61.3,"2,336.2",58.4,"2,227.8",55.7,"2,299.8",57.5,"2,259.4",56.5,"2,259.4",56.5,"2,259.4",56.5,"2,441.5",61.0,"2,325.4",58.1,"2,439.1",61.0,"2,471.9",61.8,"2,443.5",61.1,"2,443.5",61.1,"2,443.5",61.1,"2,443.5",61.1,"2,578.3",64.4,"2,695.9",67.4,"2,589.5",64.7,"2,573.9",64.3,"2,573.9",64.3,"2,573.9",64.3,119.3,3.0,-5.4,0.0,0.0,-1.4,-3.6,-0.7,0.2,3.7,0.0,0.0,-3.0,-4.8,-4.6,3.2,-1.8,0.0,0.0,8.1,-4.8,4.9,1.3,-1.1,0.0,0.0,0.0,5.5,4.6,-3.9,-0.6,0.0,0.0
BOOM,DMC Global Inc.,NASDAQ,Energy,380.7,11.3,14.7,658.2,0.3,-62.3,16.5,303.2,5.1,5.2,6.0,BBB,361.6,24.5,361.6,24.5,361.6,24.5,362.4,24.6,355.2,24.1,328.4,22.3,329.8,22.4,381.6,25.9,381.6,25.9,381.6,25.9,365.8,24.8,361.7,24.5,348.6,23.6,356.4,24.2,355.5,24.1,355.5,24.1,355.5,24.1,400.6,27.2,385.3,26.1,411.7,27.9,400.9,27.2,396.7,26.9,396.7,26.9,396.7,26.9,396.7,26.9,418.9,28.4,419.5,28.4,421.3,28.6,421.1,28.6,421.1,28.6,421.1,28.6,28.2,1.9,-5.0,0.0,0.0,0.2,-2.0,-7.6,0.4,15.7,0.0,0.0,-4.1,-1.1,-3.6,2.2,-0.2,0.0,0.0,12.7,-3.8,6.9,-2.6,-1.1,0.0,0.0,0.0,5.6,0.1,0.4,0.0,0.0,0.0
BOOT,"Boot Barn Holdings, Inc.",NYSE,Consumer Cyclicals,531.1,1.9,28.8,"1,272.0",0.0,-36.6,19.1,807.6,2.0,6.2,4.9,BBB,519.0,18.0,519.0,18.0,519.0,18.0,517.9,18.0,517.9,18.0,524.5,18.2,523.9,18.2,567.7,19.7,567.7,19.7,567.7,19.7,563.1,19.6,568.5,19.8,522.8,18.2,530.3,18.4,550.1,19.1,550.1,19.1,550.1,19.1,645.4,22.4,631.8,22.0,645.4,22.4,618.2,21.5,603.3,20.9,603.3,20.9,603.3,20.9,603.3,20.9,629.8,21.9,726.0,25.2,672.7,23.4,618.8,21.5,618.8,21.5,618.8,21.5,53.6,1.9,-2.3,0.0,0.0,-0.2,0.0,1.3,-0.1,8.3,0.0,0.0,-0.8,1.0,-8.0,1.4,3.7,0.0,0.0,17.3,-2.1,2.1,-4.3,-2.4,0.0,0.0,0.0,4.4,15.3,-7.3,-8.0,0.0,0.0
BPFH,"Boston Private Financial Holdings, Inc.",NASDAQ,Finance,621.7,9.0,83.3,"1,001.4",0.8,-29.5,-0.4,391.2,2.5,8.0,3.0,BB,574.2,7.0,574.2,7.0,574.2,7.0,593.9,7.3,558.7,6.8,550.1,6.7,548.9,6.7,588.1,7.2,588.1,7.2,588.1,7.2,544.0,6.7,514.5,6.3,514.5,6.3,505.5,6.2,503.5,6.2,503.5,6.2,503.5,6.2,554.6,6.8,523.5,6.4,553.8,6.8,539.5,6.6,544.8,6.7,544.8,6.7,544.8,6.7,544.8,6.7,589.8,7.2,633.1,7.7,606.1,7.4,562.0,6.9,562.0,6.9,562.0,6.9,32.4,0.4,-7.6,0.0,0.0,3.4,-5.9,-1.5,-0.2,7.2,0.0,0.0,-7.5,-5.4,0.0,-1.7,-0.4,0.0,0.0,10.2,-5.6,5.8,-2.6,1.0,0.0,0.0,0.0,8.3,7.4,-4.3,-7.3,0.0,0.0
BR,"Broadridge Financial Solutions, Inc.",NYSE,Business Services,"13,317.2",-10.0,114.8,"14,163.4",-0.1,0.9,7.1,"4,665.4",10.0,6.7,2.8,BBB,"12,979.6",113.1,"12,979.6",113.1,"12,979.6",113.1,"13,070.3",113.9,"13,242.5",115.4,"13,317.2",116.0,"13,396.4",116.7,"13,410.1",116.8,"13,410.1",116.8,"13,410.1",116.8,"13,693.1",119.3,"13,531.2",117.9,"13,101.8",114.1,"13,189.1",114.9,"13,267.2",115.6,"13,267.2",115.6,"13,267.2",115.6,"13,713.8",119.4,"13,728.7",119.6,"13,888.3",121.0,"13,524.4",117.8,"13,411.8",116.8,"13,411.8",116.8,"13,411.8",116.8,"13,411.8",116.8,"13,447.4",117.1,"13,399.2",116.7,"13,693.1",119.3,"13,904.4",121.1,"13,904.4",121.1,"13,904.4",121.1,273.8,2.4,-2.5,0.0,0.0,0.7,1.3,0.6,0.6,0.1,0.0,0.0,2.1,-1.2,-3.2,0.7,0.6,0.0,0.0,3.4,0.1,1.2,-2.6,-0.8,0.0,0.0,0.0,0.3,-0.4,2.2,1.5,0.0,0.0
BRC,Brady Corporation Class A,NYSE,Business Services,"2,322.8",8.4,53.3,"3,052.2",0.1,-7.9,19.5,"1,081.3",4.5,5.8,7.0,A,"2,131.4",42.8,"2,131.4",42.8,"2,131.4",42.8,"2,118.5",42.5,"2,150.8",43.2,"2,108.5",42.3,"2,131.4",42.8,"2,228.5",44.7,"2,228.5",44.7,"2,228.5",44.7,"2,162.3",43.4,"2,093.1",42.0,"2,049.7",41.2,"2,048.2",41.1,"2,053.2",41.2,"2,053.2",41.2,"2,053.2",41.2,"2,319.2",46.6,"2,251.0",45.2,"2,328.7",46.8,"2,284.0",47.2,"2,376.0",49.1,"2,376.0",49.1,"2,376.0",49.1,"2,376.0",49.1,"2,462.2",50.9,"2,591.5",53.5,"2,542.1",52.5,"2,475.8",51.1,"2,475.8",51.1,"2,475.8",51.1,164.3,3.9,-1.7,0.0,0.0,-0.6,1.5,-2.0,1.1,4.6,0.0,0.0,-3.0,-3.2,-2.1,-0.1,0.2,0.0,0.0,13.0,-2.9,3.5,0.9,4.0,0.0,0.0,0.0,3.6,5.3,-1.9,-2.6,0.0,0.0
BRK.B,Berkshire Hathaway Inc. Class B,NYSE,Finance,"455,905.8",127.7,"2,437.4","553,773.3",0.6,-13.5,1.6,"248,445.0",5.8,3.7,3.7,BB,"444,022.8",182.7,"444,022.8",182.7,"444,022.8",182.7,"432,678.5",178.0,"427,921.9",176.0,"419,256.7",172.4,"421,929.7",173.5,"429,727.3",176.8,"429,727.3",176.8,"429,727.3",176.8,"424,132.7",174.6,"420,478.3",172.8,"414,394.1",170.6,"415,251.5",170.9,"411,024.1",169.3,"411,024.1",169.3,"411,024.1",169.3,"426,173.0",175.5,"419,132.5",172.5,"427,783.3",176.0,"424,761.1",174.9,"425,570.3",174.9,"425,570.3",174.9,"425,570.3",174.9,"425,570.3",174.9,"438,107.8",180.3,"451,316.7",185.8,"449,373.3",185.1,"451,152.9",185.6,"451,152.9",185.6,"451,152.9",185.6,"12,817.0",5.3,-2.5,0.0,0.0,-2.6,-1.1,-2.1,0.6,1.9,0.0,0.0,-1.2,-1.0,-1.3,0.2,-1.0,0.0,0.0,3.7,-1.7,2.0,-0.6,0.0,0.0,0.0,0.0,3.1,3.0,-0.4,0.3,0.0,0.0
BRKL,"Brookline Bancorp, Inc.",NASDAQ,Finance,811.9,9.7,80.2,"1,313.0",0.6,-28.5,0.3,363.9,1.2,7.4,3.5,BB,746.7,9.4,746.7,9.4,746.7,9.4,724.6,9.2,704.1,8.9,713.6,9.1,723.8,9.2,749.8,9.5,749.8,9.5,749.8,9.5,713.6,9.1,692.3,8.8,687.2,8.7,675.3,8.6,670.6,8.5,670.6,8.5,670.6,8.5,725.8,9.2,684.4,8.7,725.4,9.2,719.1,9.1,714.4,9.1,714.4,9.1,714.4,9.1,714.4,9.1,755.4,9.6,822.8,10.4,779.8,9.9,733.9,9.3,733.9,9.3,733.9,9.3,33.4,0.4,-8.0,0.0,0.0,-2.1,-2.8,1.3,1.4,3.6,0.0,0.0,-4.8,-3.0,-0.7,-1.7,-0.7,0.0,0.0,8.2,-5.7,6.0,-0.9,-0.7,0.0,0.0,0.0,5.7,8.9,-5.2,-6.0,0.0,0.0
BRKS,"Brooks Automation, Inc.",NASDAQ,Technology,"2,838.7",5.8,73.6,"3,089.0",0.1,2.2,13.6,850.3,3.7,5.9,5.0,BB,"2,594.8",35.2,"2,594.8",35.2,"2,594.8",35.2,"2,603.7",35.3,"2,688.5",36.5,"2,724.7",36.9,"2,802.8",38.0,"2,890.6",39.2,"2,890.6",39.2,"2,890.6",39.2,"2,884.0",39.1,"2,890.6",39.2,"2,848.6",38.6,"2,856.7",38.7,"2,768.9",37.5,"2,768.9",37.5,"2,768.9",37.5,"2,883.2",39.1,"2,894.3",39.2,"2,996.1",40.6,"2,967.3",40.2,"3,022.6",41.0,"3,022.6",41.0,"3,022.6",41.0,"3,022.6",41.0,"3,041.1",41.2,"3,096.4",42.0,"2,956.3",40.1,"2,948.1",40.0,"2,948.1",40.0,"2,948.1",40.0,143.2,1.9,-8.6,0.0,0.0,0.3,3.3,1.3,2.9,3.1,0.0,0.0,-0.2,0.2,-1.5,0.3,-3.1,0.0,0.0,4.1,0.4,3.5,-1.0,1.9,0.0,0.0,0.0,0.6,1.8,-4.5,-0.3,0.0,0.0
BRO,"Brown & Brown, Inc.",NYSE,Finance,"10,177.0",-4.7,281.7,"11,123.3",-0.1,15.7,14.9,"2,495.0",7.3,6.3,3.6,BB,"9,936.1",35.1,"9,936.1",35.1,"9,936.1",35.1,"10,080.7",35.6,"10,361.2",36.6,"10,100.5",35.6,"10,522.8",37.1,"10,656.0",37.6,"10,656.0",37.6,"10,656.0",37.6,"10,755.2",38.0,"10,630.5",37.5,"10,409.4",36.7,"10,460.4",36.9,"10,485.9",37.0,"10,485.9",37.0,"10,485.9",37.0,"10,928.1",38.6,"10,879.9",38.4,"10,868.5",38.4,"10,976.2",38.7,"10,888.4",38.4,"10,888.4",38.4,"10,888.4",38.4,"10,888.4",38.4,"11,064.1",39.0,"11,324.8",40.0,"11,407.0",40.3,"11,392.8",40.2,"11,392.8",40.2,"11,392.8",40.2,436.9,1.5,-2.4,0.0,0.0,1.5,2.8,-2.5,4.2,1.3,0.0,0.0,0.9,-1.2,-2.1,0.5,0.2,0.0,0.0,4.2,-0.4,-0.1,1.0,-0.8,0.0,0.0,0.0,1.6,2.4,0.7,-0.1,0.0,0.0
BRX,"Brixmor Property Group, Inc.",NYSE,Finance,"3,412.3",9.2,297.9,"6,436.5",0.4,-29.4,0.5,"1,094.7",5.4,7.3,3.7,BBB,"3,308.0",11.1,"3,308.0",11.1,"3,308.0",11.1,"3,227.5",10.8,"3,260.3",10.9,"3,126.2",10.5,"3,218.6",10.8,"3,367.7",11.4,"3,367.7",11.4,"3,367.7",11.4,"3,130.5",10.6,"2,994.1",10.1,"2,739.2",9.2,"2,822.2",9.5,"2,771.8",9.4,"2,771.8",9.4,"2,771.8",9.4,"3,231.3",10.9,"3,198.7",10.8,"3,213.5",10.8,"3,278.7",11.1,"3,210.5",10.8,"3,210.5",10.8,"3,210.5",10.8,"3,210.5",10.8,"3,471.4",11.7,"3,566.3",12.0,"3,480.3",11.7,"3,308.4",11.2,"3,308.4",11.2,"3,308.4",11.2,216.9,0.7,-3.1,0.0,0.0,-2.4,1.0,-4.1,3.0,5.2,0.0,0.0,-7.0,-4.4,-8.5,3.0,-1.8,0.0,0.0,16.6,-1.0,0.5,2.0,-2.1,0.0,0.0,0.0,8.1,2.7,-2.4,-4.9,0.0,0.0
BSIG,"BrightSphere Investment Group, Inc.",NYSE,Finance,599.9,-3.2,85.9,880.0,-0.3,-46.3,11.6,793.6,7.0,7.7,2.3,BB,605.6,7.5,605.6,7.5,605.6,7.5,609.6,7.5,586.1,7.2,585.3,7.2,662.2,8.2,680.8,8.4,680.8,8.4,680.8,8.4,650.1,8.0,613.0,7.6,605.8,7.6,626.7,7.8,625.9,7.8,625.9,7.8,625.9,7.8,678.8,8.5,661.2,8.2,674.0,8.4,670.8,8.4,669.2,8.3,669.2,8.3,669.2,8.3,669.2,8.3,704.5,8.8,706.9,8.8,682.1,8.5,670.0,8.4,670.0,8.4,670.0,8.4,34.8,0.4,0.9,0.0,0.0,0.7,-3.9,-0.1,13.1,2.8,0.0,0.0,-4.5,-4.9,-1.2,3.4,-0.1,0.0,0.0,8.5,-2.6,1.9,-0.5,-0.2,0.0,0.0,0.0,5.3,0.3,-3.5,-1.8,0.0,0.0
BSX,Boston Scientific Corporation,NYSE,Healthcare,"52,447.6",-3.0,"1,394.9","63,028.7",-0.1,3.0,5.6,"10,157.0",10.0,4.2,4.3,BB,"50,362.6",36.0,"50,362.6",36.0,"50,362.6",36.0,"50,138.7",35.8,"51,510.1",36.8,"50,222.7",35.9,"51,776.0",37.0,"53,427.2",38.2,"53,427.2",38.2,"53,427.2",38.2,"52,867.5",37.8,"51,748.0",37.0,"50,054.8",35.8,"49,676.9",35.5,"48,739.4",34.8,"48,739.4",34.8,"48,739.4",34.8,"50,964.3",36.4,"49,579.0",35.4,"52,027.8",37.2,"48,683.4",34.8,"50,250.7",35.9,"50,250.7",35.9,"50,250.7",35.9,"50,250.7",35.9,"51,567.1",36.2,"52,920.8",37.1,"53,391.0",37.5,"54,132.0",38.0,"54,132.0",38.0,"54,132.0",38.0,"1,744.9",1.1,-4.0,0.0,0.0,-0.4,2.7,-2.5,3.1,3.2,0.0,0.0,-1.0,-2.1,-3.3,-0.8,-1.9,0.0,0.0,4.6,-2.7,4.9,-6.4,3.2,0.0,0.0,0.0,0.8,2.6,0.9,1.4,0.0,0.0
BWA,BorgWarner Inc.,NYSE,Consumer Cyclicals,"5,905.5",11.9,206.4,"8,957.7",0.3,-28.7,19.0,"8,759.0",5.0,6.1,4.1,A,"5,614.1",27.2,"5,614.1",27.2,"5,614.1",27.2,"5,585.1",27.0,"5,572.7",27.0,"5,802.2",28.1,"5,771.5",27.8,"6,092.8",29.4,"6,092.8",29.4,"6,092.8",29.4,"6,065.9",29.3,"5,850.3",28.2,"5,460.5",26.3,"5,765.3",27.8,"5,757.0",27.8,"5,757.0",27.8,"5,757.0",27.8,"6,123.9",29.5,"5,989.2",28.9,"6,167.5",29.8,"6,198.6",29.9,"6,186.1",29.8,"6,186.1",29.8,"6,186.1",29.8,"6,186.1",29.8,"6,534.4",31.5,"6,745.9",32.5,"6,654.6",32.1,"6,665.0",32.2,"6,665.0",32.2,"6,665.0",32.2,375.2,1.8,-4.9,0.0,0.0,-0.5,-0.2,4.1,-0.8,5.6,0.0,0.0,-0.4,-3.6,-6.7,5.6,-0.1,0.0,0.0,6.4,-2.2,3.0,0.5,-0.2,0.0,0.0,0.0,5.6,3.2,-1.4,0.2,0.0,0.0
BXP,"Boston Properties, Inc.",NYSE,Finance,"16,689.4",35.4,154.8,"23,627.3",0.2,-26.7,-7.5,"2,909.8",8.1,5.2,3.6,A,"14,433.4",92.9,"14,433.4",92.9,"14,433.4",92.9,"13,927.1",89.7,"13,579.2",87.4,"12,934.6",83.3,"13,333.8",85.9,"13,498.4",86.9,"13,498.4",86.9,"13,498.4",86.9,"13,024.7",83.9,"12,238.4",78.8,"11,621.6",74.8,"11,916.8",76.7,"11,644.9",75.0,"11,644.9",75.0,"11,644.9",75.0,"12,574.0",80.9,"12,090.8",77.8,"12,558.5",80.8,"12,415.6",79.9,"12,120.4",78.0,"12,120.4",78.0,"12,120.4",78.0,"12,120.4",78.0,"13,131.8",84.5,"13,798.3",88.8,"13,635.2",87.8,"13,358.6",86.0,"13,358.6",86.0,"13,358.6",86.0,879.2,5.7,-4.4,0.0,0.0,-3.5,-2.5,-4.7,3.1,1.2,0.0,0.0,-3.5,-6.1,-5.0,2.5,-2.3,0.0,0.0,8.0,-3.8,3.9,-1.1,-2.4,0.0,0.0,0.0,8.3,5.1,-1.2,-2.0,0.0,0.0
BXS,BancorpSouth Bank,NYSE,Finance,"2,288.0",15.6,104.5,"3,240.8",0.5,-24.9,5.3,"1,133.6",2.5,7.3,3.9,BBB,"2,206.5",21.1,"2,206.5",21.1,"2,206.5",21.1,"2,180.4",20.9,"2,110.3",20.2,"2,040.3",19.5,"2,051.8",19.6,"2,176.2",20.8,"2,176.2",20.8,"2,176.2",20.8,"2,107.2",20.2,"1,994.3",19.1,"1,907.5",18.3,"1,927.4",18.4,"1,931.6",18.5,"1,931.6",18.5,"1,931.6",18.5,"2,132.3",20.4,"2,005.8",19.2,"2,141.7",20.5,"2,140.6",20.5,"2,136.5",20.4,"2,136.5",20.4,"2,136.5",20.4,"2,136.5",20.4,"2,293.2",21.9,"2,482.4",23.8,"2,396.7",22.9,"2,323.5",22.2,"2,323.5",22.2,"2,323.5",22.2,143.2,1.4,-3.6,0.0,0.0,-1.2,-3.2,-3.3,0.6,6.1,0.0,0.0,-3.2,-5.4,-4.4,1.0,0.2,0.0,0.0,10.4,-5.9,6.8,0.0,-0.2,0.0,0.0,0.0,7.3,8.2,-3.5,-3.1,0.0,0.0
BYD,Boyd Gaming Corporation,NYSE,Consumer Services,"1,862.7",-11.5,111.5,"3,328.3",-0.4,-39.2,31.7,"2,543.1",2.2,4.3,5.5,BB,"1,811.4",16.2,"1,811.4",16.2,"1,811.4",16.2,"1,758.9",15.8,"1,725.4",15.5,"1,702.0",15.3,"1,918.5",17.2,"2,006.7",18.0,"2,006.7",18.0,"2,006.7",18.0,"1,968.0",17.7,"1,857.9",16.7,"1,711.1",15.4,"1,718.8",15.5,"1,782.3",16.0,"1,782.3",16.0,"1,782.3",16.0,"1,981.4",17.8,"2,074.8",18.7,"2,207.2",19.8,"2,199.4",19.8,"2,190.5",19.7,"2,190.5",19.7,"2,190.5",19.7,"2,190.5",19.7,"2,267.3",20.4,"2,443.1",22.0,"2,425.3",21.8,"2,378.6",21.4,"2,378.6",21.4,"2,378.6",21.4,242.2,2.2,-2.8,0.0,0.0,-2.9,-1.9,-1.4,12.7,4.6,0.0,0.0,-1.6,-5.6,-7.9,0.5,3.7,0.0,0.0,11.2,4.7,6.4,-0.4,-0.4,0.0,0.0,0.0,3.5,7.8,-0.7,-1.9,0.0,0.0
C,Citigroup Inc.,NYSE,Finance,"101,101.9",70.4,"2,114.1","174,415.4",0.9,-27.8,5.3,"101,033.0",6.1,4.1,5.2,BBB,"94,772.6",45.5,"94,772.6",45.5,"94,772.6",45.5,"93,939.8",45.1,"91,495.5",44.0,"89,413.7",43.0,"92,931.9",44.6,"96,429.4",46.3,"96,429.4",46.3,"96,429.4",46.3,"91,745.3",44.1,"88,164.6",42.4,"84,521.4",40.6,"87,560.9",42.1,"87,269.4",41.9,"87,269.4",41.9,"87,269.4",41.9,"95,076.2",45.7,"92,494.7",44.4,"94,659.8",45.5,"93,681.4",45.0,"91,807.7",44.1,"91,807.7",44.1,"91,807.7",44.1,"91,807.7",44.1,"100,280.7",48.2,"108,795.3",52.3,"102,341.7",49.2,"99,739.4",47.9,"99,739.4",47.9,"99,739.4",47.9,"5,175.0",2.5,-6.3,0.0,0.0,-0.9,-2.6,-2.3,3.9,3.8,0.0,0.0,-4.9,-3.9,-4.1,3.6,-0.3,0.0,0.0,8.9,-2.7,2.3,-1.0,-2.0,0.0,0.0,0.0,9.2,8.5,-5.9,-2.5,0.0,0.0
CABO,"Cable One, Inc.",NYSE,Telecommunications,"10,951.4",-157.5,5.7,"8,500.7",-0.1,83.8,1.5,"1,253.2",6.7,5.3,5.5,A,"10,657.5","1,861.5","10,657.5","1,861.5","10,657.5","1,861.5","10,724.6","1,873.3","10,989.6","1,919.5","11,028.9","1,925.3","10,948.0","1,911.2","10,565.9","1,844.5","10,565.9","1,844.5","10,565.9","1,844.5","10,941.7","1,910.1","10,842.7","1,892.8","10,707.2","1,869.2","10,563.7","1,843.8","10,514.9","1,835.2","10,514.9","1,835.2","10,514.9","1,835.2","11,058.6","1,930.1","11,159.0","1,866.2","10,852.7","1,815.0","10,990.4","1,838.0","10,686.1","1,776.0","10,686.1","1,776.0","10,686.1","1,776.0","10,686.1","1,776.0","10,760.6","1,788.4","11,077.1","1,841.0","11,138.1","1,851.1","11,353.3","1,886.9","11,353.3","1,886.9","11,353.3","1,886.9",260.6,44.5,-2.7,0.0,0.0,0.6,2.5,0.3,-0.7,-3.5,0.0,0.0,3.6,-0.9,-1.2,-1.4,-0.5,0.0,0.0,5.2,-3.3,-2.7,1.3,-3.4,0.0,0.0,0.0,0.7,2.9,0.6,1.9,0.0,0.0
CACI,CACI International Inc Class A,NYSE,Business Services,"6,271.5",-53.4,25.1,"6,260.3",-0.2,31.6,-0.3,"5,720.0",4.0,4.3,5.8,BBB,"6,307.0",251.4,"6,307.0",251.4,"6,307.0",251.4,"6,380.0",254.3,"6,314.5",251.7,"6,200.3",247.2,"6,271.8",250.0,"6,202.1",247.2,"6,202.1",247.2,"6,202.1",247.2,"6,199.1",247.1,"5,964.8",237.8,"5,761.3",229.7,"5,843.4",232.9,"5,858.9",233.6,"5,858.9",233.6,"5,858.9",233.6,"5,999.1",239.1,"5,923.1",236.1,"5,974.6",238.2,"6,029.3",240.3,"6,074.4",242.1,"6,074.4",242.1,"6,074.4",242.1,"6,074.4",242.1,"6,187.8",246.7,"6,314.2",251.7,"6,292.2",250.8,"6,291.2",250.8,"6,291.2",250.8,"6,291.2",250.8,177.9,7.1,0.5,0.0,0.0,1.2,-1.0,-1.8,1.2,-1.1,0.0,0.0,0.0,-3.8,-3.4,1.4,0.3,0.0,0.0,2.4,-1.3,0.9,0.9,0.7,0.0,0.0,0.0,1.9,2.0,-0.3,0.0,0.0,0.0
