Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,31 MktVal Co,31 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL),31 Price Chg (LOCAL)
BRKS,"Brooks Automation, Inc.",NASDAQ,Technology,"2,540.6",5.8,73.6,"3,089.0",0.1,8.6,-11.3,850.3,3.7,5.9,5.0,BB,"2,540.6",34.5,"2,577.4",35.0,"2,497.2",33.9,"2,638.5",35.8,"2,553.1",34.7,"2,484.7",33.8,"2,484.7",33.8,"2,484.7",33.8,"2,260.1",30.7,"2,355.8",32.0,"2,267.5",30.8,"2,065.0",28.1,"2,108.5",28.6,"2,108.5",28.6,"2,108.5",28.6,"1,819.9",24.7,"1,899.4",25.8,"1,670.4",22.7,"1,684.4",22.9,"1,693.3",23.0,"1,693.3",23.0,"1,693.3",23.0,"1,761.0",23.9,"2,073.9",28.2,"2,086.4",28.3,"2,266.0",30.8,"2,172.5",29.5,"2,172.5",29.5,"2,172.5",29.5,"2,247.6",30.5,"2,245.4",30.5,300.6,4.1,0.0,1.4,-3.1,5.7,-3.2,-2.7,0.0,0.0,-9.0,4.2,-3.8,-8.9,2.1,0.0,0.0,-13.7,4.4,-12.1,0.8,0.5,0.0,0.0,4.0,17.8,0.6,8.6,-4.1,0.0,0.0,3.5,-0.1
BRO,"Brown & Brown, Inc.",NYSE,Finance,"12,109.6",-4.7,281.7,"11,123.3",-0.1,45.1,-15.8,"2,495.0",7.3,6.3,3.6,BB,"12,109.6",43.0,"12,793.8",45.4,"12,534.7",44.5,"13,247.1",47.1,"12,926.1",45.9,"12,714.9",45.2,"12,714.9",45.2,"12,714.9",45.2,"11,878.7",42.2,"12,289.8",43.7,"11,712.6",41.6,"10,583.6",37.6,"11,217.1",39.8,"11,217.1",39.8,"11,217.1",39.8,"10,420.3",37.0,"11,239.6",39.9,"10,358.3",36.8,"9,775.5",34.7,"9,465.8",33.6,"9,465.8",33.6,"9,465.8",33.6,"8,914.0",31.7,"10,006.4",35.5,"9,609.4",34.1,"10,178.6",35.9,"10,187.1",35.9,"10,187.1",35.9,"10,187.1",35.9,"10,575.5",37.3,"10,269.3",36.2,"1,259.8",4.5,0.0,5.6,-2.0,5.7,-2.4,-1.6,0.0,0.0,-6.6,3.5,-4.7,-9.6,6.0,0.0,0.0,-7.1,7.9,-7.8,-5.6,-3.2,0.0,0.0,-5.8,12.3,-4.0,5.2,0.1,0.0,0.0,3.8,-2.9
BRX,"Brixmor Property Group, Inc.",NYSE,Finance,"5,426.9",9.2,297.9,"6,436.5",0.4,11.8,-47.8,"1,094.7",5.4,7.3,3.7,BBB,"5,426.9",18.2,"5,558.0",18.7,"5,403.0",18.1,"5,608.7",18.8,"5,480.5",18.4,"5,450.7",18.3,"5,450.7",18.3,"5,450.7",18.3,"4,917.3",16.5,"5,057.3",17.0,"4,661.0",15.6,"3,954.7",13.3,"4,336.1",14.6,"4,336.1",14.6,"4,336.1",14.6,"3,686.5",12.4,"3,695.4",12.4,"2,905.7",9.8,"2,863.9",9.6,"3,021.9",10.1,"3,021.9",10.1,"3,021.9",10.1,"2,571.9",8.6,"3,010.0",10.1,"3,296.1",11.1,"3,275.2",11.0,"3,030.8",10.2,"3,030.8",10.2,"3,030.8",10.2,"2,920.6",9.8,"2,831.2",9.5,"1,083.0",3.6,0.0,2.4,-2.8,3.8,-2.3,-0.5,0.0,0.0,-9.8,2.8,-7.8,-15.2,9.6,0.0,0.0,-15.0,0.2,-21.4,-1.4,5.5,0.0,0.0,-14.9,17.0,9.5,-0.6,-7.5,0.0,0.0,-3.6,-3.1
BSIG,"BrightSphere Investment Group, Inc.",NYSE,Finance,805.1,-3.2,85.9,880.0,-0.3,-31.0,-30.6,793.6,7.0,7.7,2.3,BB,805.1,9.4,788.7,9.2,720.7,8.4,725.9,8.4,694.0,8.1,644.1,7.5,644.1,7.5,644.1,7.5,546.8,6.4,578.6,6.7,570.9,6.6,514.1,6.0,603.6,7.0,603.6,7.0,603.6,7.0,434.8,5.1,421.9,4.9,321.2,3.7,381.5,4.4,389.2,4.5,389.2,4.5,389.2,4.5,403.0,4.7,442.6,5.1,486.5,5.7,555.4,6.5,524.4,6.1,524.4,6.1,524.4,6.1,545.8,6.4,547.6,6.4,124.9,1.4,0.0,-2.0,-8.6,0.7,-4.4,-7.2,0.0,0.0,-15.1,5.8,-1.3,-10.0,17.4,0.0,0.0,-28.0,-3.0,-23.9,18.8,2.0,0.0,0.0,3.5,9.8,9.9,14.2,-5.6,0.0,0.0,4.6,0.3
BSX,Boston Scientific Corporation,NYSE,Healthcare,"52,203.7",-3.0,"1,394.9","63,028.7",-0.1,-8.2,-12.7,"10,157.0",10.0,4.2,4.3,BB,"52,203.7",37.4,"53,432.4",38.3,"51,980.3",37.2,"54,102.6",38.8,"52,301.5",37.5,"52,496.9",37.6,"52,496.9",37.6,"52,496.9",37.6,"47,596.3",34.1,"49,118.1",35.2,"47,275.2",33.9,"43,282.0",31.0,"45,139.0",32.3,"45,139.0",32.3,"45,139.0",32.3,"38,465.2",27.6,"40,196.5",28.8,"38,032.4",27.2,"39,470.4",28.3,"38,032.4",27.2,"38,032.4",27.2,"38,032.4",27.2,"36,063.7",25.8,"39,400.6",28.2,"41,774.2",29.9,"43,868.5",31.4,"42,829.5",30.6,"42,829.5",30.6,"42,829.5",30.6,"44,270.7",31.6,"45,655.9",32.6,"5,588.4",4.0,0.0,2.4,-2.7,4.1,-3.3,0.4,0.0,0.0,-9.3,3.2,-3.8,-8.4,4.3,0.0,0.0,-14.8,4.5,-5.4,3.8,-3.6,0.0,0.0,-5.2,9.3,6.0,5.0,-2.6,0.0,0.0,3.4,3.1
BWA,BorgWarner Inc.,NYSE,Consumer Cyclicals,"6,522.6",11.9,206.4,"8,957.7",0.3,-21.1,-22.9,"8,759.0",5.0,6.1,4.1,A,"6,522.6",31.6,"6,673.2",32.3,"6,448.2",31.2,"6,510.2",31.5,"6,171.7",29.9,"5,959.1",28.9,"5,959.1",28.9,"5,959.1",28.9,"5,377.0",26.1,"5,736.1",27.8,"5,529.7",26.8,"5,081.8",24.6,"5,296.5",25.7,"5,296.5",25.7,"5,296.5",25.7,"4,757.8",23.1,"4,600.9",22.3,"4,072.5",19.7,"4,336.7",21.0,"4,231.4",20.5,"4,231.4",20.5,"4,231.4",20.5,"4,365.6",21.2,"4,710.8",22.8,"4,903.0",23.7,"5,155.2",24.9,"4,898.9",23.7,"4,898.9",23.7,"4,898.9",23.7,"5,080.8",24.6,"5,037.4",24.4,753.4,3.7,0.0,2.3,-3.4,1.0,-5.2,-3.4,0.0,0.0,-9.8,6.7,-3.6,-8.1,4.2,0.0,0.0,-10.2,-3.3,-11.5,6.5,-2.4,0.0,0.0,3.2,7.8,4.1,5.1,-5.0,0.0,0.0,3.7,-0.9
BXP,"Boston Properties, Inc.",NYSE,Finance,"22,120.2",35.4,154.8,"23,627.3",0.2,0.7,-27.7,"2,909.8",8.1,5.2,3.6,A,"19,958.6",128.9,"20,825.5",134.5,"20,615.7",132.9,"21,425.5",138.1,"21,209.8",136.7,"20,566.1",132.6,"20,566.1",132.6,"20,566.1",132.6,"19,058.3",122.9,"20,207.7",130.3,"18,814.8",121.3,"17,356.6",111.9,"18,158.6",117.1,"18,158.6",117.1,"18,158.6",117.1,"15,036.0",96.9,"16,418.1",105.8,"13,683.3",88.2,"13,273.8",85.6,"12,720.0",82.0,"12,720.0",82.0,"12,720.0",82.0,"12,088.7",77.9,"13,587.1",87.6,"14,094.4",90.9,"14,410.8",92.9,"14,553.6",93.8,"14,553.6",93.8,"14,553.6",93.8,"14,420.1",93.0,"14,306.9",92.2,"3,154.5",20.4,0.0,4.3,-1.2,3.9,-1.0,-3.0,0.0,0.0,-7.3,6.0,-6.9,-7.8,4.6,0.0,0.0,-17.2,9.2,-16.7,-3.0,-4.2,0.0,0.0,-5.0,12.4,3.7,2.2,1.0,0.0,0.0,-0.9,-0.8
BXS,BancorpSouth Bank,NYSE,Finance,"2,589.8",15.6,104.5,"3,240.8",0.5,-22.5,-21.9,"1,133.6",2.5,7.3,3.9,BBB,"2,589.8",24.5,"2,751.7",26.0,"2,642.3",25.3,"2,712.4",26.0,"2,624.6",25.1,"2,567.1",24.6,"2,567.1",24.6,"2,567.1",24.6,"2,211.7",21.2,"2,417.6",23.1,"2,220.1",21.2,"1,996.4",19.1,"2,153.2",20.6,"2,153.2",20.6,"2,153.2",20.6,"1,908.6",18.3,"2,204.4",21.1,"2,071.6",19.8,"2,373.7",22.7,"2,104.0",20.1,"2,104.0",20.1,"2,104.0",20.1,"1,875.1",17.9,"2,023.6",19.4,"1,837.5",17.6,"1,902.3",18.2,"1,885.6",18.0,"1,885.6",18.0,"1,885.6",18.0,"1,950.4",18.7,"1,977.6",18.9,289.7,2.7,0.0,6.3,-2.8,2.7,-3.2,-2.2,0.0,0.0,-13.8,9.3,-8.2,-10.1,7.9,0.0,0.0,-11.4,15.5,-6.0,14.6,-11.4,0.0,0.0,-10.9,7.9,-9.2,3.5,-0.9,0.0,0.0,3.4,1.4
BYD,Boyd Gaming Corporation,NYSE,Consumer Services,"2,969.2",-11.5,111.5,"3,328.3",-0.4,-10.4,-46.0,"2,543.1",2.2,4.3,5.5,BB,"2,969.2",26.7,"2,925.2",26.2,"2,760.0",24.7,"2,760.0",24.7,"2,505.6",22.5,"2,492.2",22.3,"2,492.2",22.3,"2,492.2",22.3,"2,251.1",20.2,"2,449.8",22.0,"2,071.4",18.6,"1,622.8",14.5,"1,712.1",15.3,"1,712.1",15.3,"1,712.1",15.3,"1,209.8",10.8,"1,242.2",11.1,875.0,7.8,"1,251.1",11.2,"1,294.6",11.6,"1,294.6",11.6,"1,294.6",11.6,"1,358.3",12.2,"1,675.2",15.0,"1,716.5",15.4,"1,888.4",16.9,"1,707.6",15.3,"1,707.6",15.3,"1,707.6",15.3,"1,686.4",15.1,"1,609.4",14.4,572.2,5.1,0.0,-1.9,-5.6,0.0,-9.2,-0.5,0.0,0.0,-9.7,8.8,-15.4,-21.7,5.5,0.0,0.0,-29.3,2.7,-29.6,43.0,3.5,0.0,0.0,4.9,23.3,2.5,10.0,-9.6,0.0,0.0,-1.2,-4.6
C,Citigroup Inc.,NYSE,Finance,"133,677.7",70.4,"2,114.1","174,415.4",0.9,1.5,-33.6,"101,033.0",6.1,4.1,5.2,BBB,"133,677.7",63.5,"142,377.5",67.6,"137,027.0",65.1,"141,956.2",67.4,"133,740.9",63.5,"129,085.5",61.3,"129,085.5",61.3,"129,085.5",61.3,"108,210.2",51.4,"117,078.6",55.6,"106,988.5",50.8,"90,768.5",43.3,"107,092.5",51.0,"107,092.5",51.0,"107,092.5",51.0,"86,425.2",41.2,"84,452.9",40.3,"76,437.7",36.4,"83,173.0",39.6,"79,857.8",38.1,"79,857.8",38.1,"79,857.8",38.1,"74,255.6",35.4,"85,313.1",40.7,"87,831.0",41.9,"96,559.5",46.0,"91,901.5",43.8,"91,901.5",43.8,"91,901.5",43.8,"92,489.0",44.1,"88,376.5",42.1,"21,620.2",10.2,0.0,6.5,-3.8,3.6,-5.8,-3.5,0.0,0.0,-16.2,8.2,-8.6,-14.8,18.0,0.0,0.0,-19.3,-2.3,-9.5,8.8,-4.0,0.0,0.0,-7.0,14.9,3.0,9.9,-4.8,0.0,0.0,0.6,-4.4
CABO,"Cable One, Inc.",NYSE,Telecommunications,"8,983.5",-157.5,5.7,"8,500.7",-0.1,66.8,4.5,"1,253.2",6.7,5.3,5.5,A,"8,983.5","1,573.0","9,303.1","1,625.3","9,225.5","1,611.7","9,532.8","1,665.4","9,380.1","1,638.7","9,152.3","1,598.9","9,152.3","1,598.9","9,152.3","1,598.9","8,447.0","1,475.7","9,079.3","1,586.2","8,538.0","1,491.6","7,441.1","1,300.0","7,887.0","1,377.9","7,887.0","1,377.9","7,887.0","1,377.9","6,785.9","1,185.5","7,036.0","1,229.2","6,651.2","1,162.0","7,134.8","1,246.5","7,275.0","1,271.0","7,275.0","1,271.0","7,275.0","1,271.0","7,261.3","1,268.6","7,891.9","1,378.7","7,945.8","1,388.2","8,550.6","1,493.8","8,399.2","1,467.4","8,399.2","1,467.4","8,399.2","1,467.4","9,464.6","1,653.5","9,410.3","1,644.0",899.3,157.2,0.0,3.3,-0.8,3.3,-1.6,-2.4,0.0,0.0,-7.7,7.5,-6.0,-12.8,6.0,0.0,0.0,-14.0,3.7,-5.5,7.3,2.0,0.0,0.0,-0.2,8.7,0.7,7.6,-1.8,0.0,0.0,12.7,-0.6
CACI,CACI International Inc Class A,NYSE,Business Services,"6,143.1",-53.4,25.1,"6,260.3",-0.2,32.9,-13.8,"5,720.0",4.0,4.3,5.8,BBB,"6,143.1",245.0,"6,296.3",251.1,"6,256.5",249.5,"6,522.7",260.2,"6,250.7",249.3,"6,055.6",241.5,"6,055.6",241.5,"6,055.6",241.5,"5,577.3",222.5,"5,876.4",234.4,"5,489.8",219.0,"4,876.3",194.5,"5,497.0",219.3,"5,497.0",219.3,"5,497.0",219.3,"4,735.1",188.9,"4,738.9",189.0,"4,217.4",168.2,"4,534.3",180.9,"4,628.5",184.6,"4,628.5",184.6,"4,628.5",184.6,"4,533.8",180.8,"4,955.5",197.7,"5,105.9",203.7,"5,444.4",217.2,"5,413.3",215.9,"5,413.3",215.9,"5,413.3",215.9,"5,441.6",217.0,"5,294.0",211.2,626.9,25.0,0.0,2.5,-0.6,4.3,-4.2,-3.1,0.0,0.0,-7.9,5.4,-6.6,-11.2,12.7,0.0,0.0,-13.9,0.1,-11.0,7.5,2.1,0.0,0.0,-2.0,9.3,3.0,6.6,-0.6,0.0,0.0,0.5,-2.7
CADE,Cadence Bancorporation Class A,NYSE,Finance,"1,776.5",14.6,127.6,"2,320.9",0.8,-26.5,-53.6,902.3,1.3,7.4,3.9,BBB,"1,776.5",14.1,"1,833.2",14.6,"1,709.9",13.6,"1,766.5",14.0,"1,640.7",13.0,"1,517.4",12.1,"1,517.4",12.1,"1,517.4",12.1,"1,049.3",8.3,"1,224.2",9.7,"1,103.4",8.8,"1,022.4",8.0,"1,159.4",9.1,"1,159.4",9.1,"1,159.4",9.1,972.4,7.6,977.5,7.6,714.9,5.6,755.9,5.9,700.8,5.5,700.8,5.5,700.8,5.5,654.7,5.1,727.7,5.7,796.9,6.2,882.7,6.9,900.7,7.0,900.7,7.0,900.7,7.0,855.8,6.7,824.6,6.6,372.7,3.0,0.0,3.2,-6.7,3.3,-7.1,-7.5,0.0,0.0,-30.8,16.7,-9.9,-9.0,13.4,0.0,0.0,-16.1,0.5,-26.9,5.7,-7.3,0.0,0.0,-6.6,11.2,9.5,10.8,2.0,0.0,0.0,-5.0,-1.9
CAG,"Conagra Brands, Inc.",NYSE,Consumer Non-Cyclicals,"12,993.1",-17.0,486.9,"16,663.0",-0.5,18.4,9.9,"11,342.6",3.8,6.7,4.5,BBB,"12,993.1",26.7,"13,747.6",28.2,"13,470.1",27.7,"14,015.4",28.8,"13,859.6",28.5,"13,752.5",28.3,"13,752.5",28.3,"13,752.5",28.3,"13,397.1",27.5,"13,562.6",27.9,"13,051.5",26.8,"11,751.7",24.1,"12,068.1",24.8,"12,068.1",24.8,"12,068.1",24.8,"13,246.2",27.2,"14,507.1",29.8,"13,270.6",27.3,"12,808.1",26.3,"12,681.5",26.1,"12,681.5",26.1,"12,681.5",26.1,"12,540.3",25.8,"12,915.2",26.5,"12,696.1",26.1,"13,557.8",27.9,"13,591.9",27.9,"13,591.9",27.9,"13,591.9",27.9,"13,742.8",28.2,"14,283.1",29.3,684.6,1.4,0.0,5.8,-2.0,4.0,-1.1,-0.8,0.0,0.0,-2.6,1.2,-3.8,-10.0,2.7,0.0,0.0,9.8,9.5,-8.5,-3.5,-1.0,0.0,0.0,-1.1,3.0,-1.7,6.8,0.3,0.0,0.0,1.1,3.9
CAH,"Cardinal Health, Inc.",NYSE,Healthcare,"15,207.8",-36.0,292.0,"14,794.0",-0.7,1.9,-7.1,"152,915.0",10.0,5.7,5.2,AA,"15,207.8",52.1,"15,762.2",54.0,"15,452.9",53.0,"15,940.2",54.6,"15,312.8",52.5,"14,959.8",51.3,"14,959.8",51.3,"14,959.8",51.3,"13,985.2",47.9,"14,504.6",49.7,"14,195.3",48.7,"12,368.7",42.4,"13,894.8",47.6,"13,894.8",47.6,"13,894.8",47.6,"12,902.7",44.2,"13,935.6",47.8,"13,334.5",45.7,"12,777.2",43.8,"12,643.0",43.3,"12,643.0",43.3,"12,643.0",43.3,"11,963.1",41.0,"12,704.3",43.5,"12,327.9",42.3,"13,247.0",45.4,"12,949.4",44.4,"12,949.4",44.4,"12,949.4",44.4,"14,134.0",48.4,"13,988.1",47.9,"1,120.9",3.8,0.0,3.6,-2.0,3.2,-3.9,-2.3,0.0,0.0,-6.5,3.7,-2.1,-12.9,12.3,0.0,0.0,-7.1,8.0,-4.3,-4.2,-1.1,0.0,0.0,-5.4,6.2,-3.0,7.5,-2.2,0.0,0.0,9.1,-1.0
CAKE,Cheesecake Factory Incorporated,NASDAQ,Consumer Services,"1,590.3",3.0,44.8,"1,734.5",0.1,-21.7,-51.1,"2,191.5",6.8,3.8,4.3,BB,"1,590.3",35.6,"1,608.6",36.0,"1,546.6",34.7,"1,598.3",35.8,"1,406.9",31.5,"1,403.3",31.4,"1,403.3",31.4,"1,403.3",31.4,"1,294.8",29.0,"1,283.2",28.8,"1,125.2",25.2,958.7,21.5,"1,057.1",23.5,"1,057.1",23.5,"1,057.1",23.5,760.3,16.9,841.2,18.7,937.5,20.9,922.2,20.5,712.2,15.8,712.2,15.8,712.2,15.8,706.4,15.7,864.2,19.2,848.4,18.9,884.0,19.7,727.5,16.2,727.5,16.2,727.5,16.2,741.9,16.5,776.5,17.1,315.3,7.1,0.0,1.2,-3.9,3.3,-12.0,-0.3,0.0,0.0,-7.7,-0.9,-12.3,-14.8,9.5,0.0,0.0,-28.1,10.6,11.4,-1.6,-22.8,0.0,0.0,-0.8,22.3,-1.8,4.2,-17.7,0.0,0.0,2.0,3.5
CAL,"Caleres, Inc.",NYSE,Consumer Cyclicals,467.4,2.2,40.5,962.7,0.1,-61.9,-54.3,"2,389.9",#N/A,#N/A,#N/A,@NA,467.4,11.5,443.1,11.1,410.7,10.3,412.3,10.3,385.1,9.6,380.3,9.5,380.3,9.5,380.3,9.5,365.1,9.1,373.5,9.3,340.7,8.5,315.0,7.9,279.8,7.0,279.8,7.0,279.8,7.0,198.6,5.0,131.3,3.3,136.9,3.4,192.5,4.8,204.6,5.1,204.6,5.1,204.6,5.1,182.5,4.6,231.0,5.8,249.0,6.2,243.8,6.1,232.2,5.8,232.2,5.8,232.2,5.8,217.4,5.4,208.2,5.2,93.5,2.3,0.0,-4.0,-7.3,0.4,-6.6,-1.2,0.0,0.0,-4.0,2.3,-8.8,-7.5,-11.2,0.0,0.0,-29.0,-33.9,4.3,40.6,6.2,0.0,0.0,-10.8,26.5,7.8,-2.1,-4.8,0.0,0.0,-6.4,-4.2
CALM,"Cal-Maine Foods, Inc.",NASDAQ,Consumer Non-Cyclicals,"1,698.9",18.0,48.7,"2,081.6",0.4,-20.6,26.1,"1,403.2",1.6,4.7,4.6,B,"1,531.4",34.9,"1,597.3",36.4,"1,576.2",35.9,"1,635.9",37.3,"1,634.1",37.2,"1,635.9",37.3,"1,635.9",37.3,"1,635.9",37.3,"1,599.0",36.4,"1,605.2",36.6,"1,516.5",34.6,"1,358.5",31.0,"1,563.5",35.6,"1,563.5",35.6,"1,563.5",35.6,"1,641.2",37.4,"1,818.5",41.4,"1,664.4",37.9,"1,655.7",37.7,"1,757.9",40.1,"1,757.9",40.1,"1,757.9",40.1,"1,711.8",39.0,"1,712.3",39.0,"1,715.4",39.1,"1,765.4",40.2,"1,862.0",42.4,"1,862.0",42.4,"1,862.0",42.4,"1,862.8",42.4,"1,930.4",44.0,126.2,2.9,0.0,4.3,-1.3,3.8,-0.1,0.1,0.0,0.0,-2.3,0.4,-5.5,-10.4,15.1,0.0,0.0,5.0,10.8,-8.5,-0.5,6.2,0.0,0.0,-2.6,0.0,0.2,2.9,5.5,0.0,0.0,0.0,3.6
CAMP,CalAmp Corp.,NASDAQ,Technology,328.6,0.2,34.2,327.2,0.0,-30.8,-53.2,347.6,#N/A,#N/A,#N/A,@NA,328.6,9.6,337.1,9.9,332.5,9.7,339.2,9.9,262.7,7.7,263.7,7.7,263.7,7.7,263.7,7.7,226.1,6.6,231.3,6.8,208.4,6.1,175.2,5.1,174.6,5.1,174.6,5.1,174.6,5.1,127.4,3.7,164.3,4.8,161.9,4.7,176.9,5.2,166.7,4.9,166.7,4.9,166.7,4.9,155.8,4.6,163.3,4.8,152.7,4.5,165.0,4.8,165.7,4.9,165.7,4.9,165.7,4.9,157.5,4.6,153.7,4.5,62.8,1.8,0.0,2.6,-1.4,2.0,-22.6,0.4,0.0,0.0,-14.2,2.3,-9.9,-15.9,-0.4,0.0,0.0,-27.0,29.0,-1.5,9.3,-5.8,0.0,0.0,-6.6,4.8,-6.5,8.1,0.4,0.0,0.0,-4.9,-2.4
CAR,"Avis Budget Group, Inc.",NASDAQ,Consumer Cyclicals,"2,407.3",-16.8,74.0,"2,380.1",-0.5,-10.8,-57.1,"7,428.0",7.2,4.3,3.7,AA,"2,407.3",32.4,"2,400.2",32.3,"2,225.5",29.9,"2,149.7",28.9,"1,849.3",24.9,"1,794.2",24.1,"1,794.2",24.1,"1,794.2",24.1,"1,568.2",21.1,"1,644.8",22.1,"1,443.3",19.4,"1,154.8",15.5,"1,339.2",18.0,"1,339.2",18.0,"1,339.2",18.0,"1,063.3",14.3,903.4,12.2,578.5,7.8,719.8,9.7,816.4,11.0,816.4,11.0,816.4,11.0,996.4,13.4,"1,331.7",17.9,"1,198.9",17.2,"1,141.9",16.4,"1,018.8",14.7,"1,018.8",14.7,"1,018.8",14.7,936.0,13.5,966.6,13.9,503.8,6.7,0.0,-0.3,-7.3,-3.4,-14.0,-3.0,0.0,0.0,-12.6,4.9,-12.3,-20.0,16.0,0.0,0.0,-20.6,-15.0,-36.0,24.4,13.4,0.0,0.0,22.0,33.7,-3.7,-4.8,-10.8,0.0,0.0,-8.1,3.3
CARR,Carrier Global Corp.,NYSE,Industrials,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.9,6.3,5.1,A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"10,394.7",12.0,"11,044.4",12.8,"11,044.4",12.8,"11,044.4",12.8,"9,996.2",11.5,"10,134.8",11.7,"11,650.7",13.5,"13,383.2",15.5,"12,603.6",14.6,"12,603.6",14.6,"12,603.6",14.6,"13,773.0",15.9,"14,942.4",17.3,"1,519.1",1.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.3,0.0,0.0,-9.5,1.4,15.0,14.9,-5.8,0.0,0.0,9.3,8.5
CASH,"Meta Financial Group, Inc.",NASDAQ,Finance,"1,194.0",12.7,37.2,"1,372.2",0.3,46.2,-33.7,521.6,2.8,5.6,4.0,BB,"1,194.0",32.9,"1,234.7",34.0,"1,211.8",33.3,"1,232.1",33.9,"1,175.4",32.3,"1,153.3",31.7,"1,153.3",31.7,"1,153.3",31.7,975.5,26.8,"1,016.6",28.0,918.8,25.3,812.0,22.3,856.7,23.6,856.7,23.6,856.7,23.6,717.5,19.7,731.3,20.1,592.1,16.3,784.0,21.6,750.5,20.7,750.5,20.7,750.5,20.7,724.7,19.9,736.4,20.3,720.0,19.8,802.2,22.1,778.5,21.4,778.5,21.4,778.5,21.4,785.1,21.6,751.7,21.7,193.4,5.3,0.0,3.4,-1.9,1.7,-4.6,-1.9,0.0,0.0,-15.4,4.2,-9.6,-11.6,5.5,0.0,0.0,-16.2,1.9,-19.0,32.4,-4.3,0.0,0.0,-3.4,1.6,-2.2,11.4,-2.9,0.0,0.0,0.8,0.6
CASY,"Casey's General Stores, Inc.",NASDAQ,Consumer Cyclicals,"5,997.8",38.6,36.8,"5,849.6",0.2,21.8,-18.7,"8,653.7",3.2,8.1,3.2,BB,"5,997.8",163.0,"6,025.4",163.8,"6,016.6",163.5,"6,256.8",170.1,"6,115.6",166.2,"6,369.8",173.1,"6,369.8",173.1,"6,369.8",173.1,"6,328.2",172.0,"6,434.9",174.9,"5,861.7",159.3,"5,358.7",145.6,"5,965.8",162.1,"5,965.8",162.1,"5,965.8",162.1,"5,370.1",146.0,"6,000.0",163.1,"6,023.5",163.7,"5,717.4",155.4,"5,291.0",143.8,"5,291.0",143.8,"5,291.0",143.8,"4,526.0",123.0,"5,046.7",137.2,"5,023.9",136.5,"4,863.1",132.2,"4,865.6",132.2,"4,865.6",132.2,"4,865.6",132.2,"4,887.3",132.8,"4,874.8",132.5,589.1,16.0,0.0,0.5,-0.1,4.0,-2.3,4.2,0.0,0.0,-0.7,1.7,-8.9,-8.6,11.3,0.0,0.0,-10.0,11.7,0.4,-5.1,-7.5,0.0,0.0,-14.5,11.5,-0.5,-3.2,0.1,0.0,0.0,0.4,-0.3
