Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL)
ASGN,ASGN Inc,NYSE,Business Services,"3,233.5",-11.1,52.9,"3,747.2",-0.2,21.4,5.9,"3,955.2",8.0,6.8,5.1,BBB,"3,304.4",62.9,"3,323.8",63.3,"3,415.7",65.1,"3,431.9",65.4,"3,699.2",70.5,"3,699.2",70.5,"3,699.2",70.5,"3,710.7",70.7,"3,606.8",68.7,"3,557.4",67.8,"3,097.5",59.0,"3,100.1",59.1,"3,100.1",59.1,"3,100.1",59.1,"3,211.4",61.2,"3,354.2",63.9,"3,353.7",63.9,"3,363.7",64.1,"3,360.0",64.0,"3,360.0",64.0,"3,360.0",64.0,"3,401.5",64.8,"3,436.7",65.5,"3,264.5",62.2,"3,355.8",63.9,"3,305.4",63.0,"3,305.4",63.0,"3,305.4",63.0,"3,446.1",65.6,"3,500.7",66.7,177.1,3.4,2.2,0.6,2.8,0.5,7.8,0.0,0.0,0.3,-2.8,-1.4,-12.9,0.1,0.0,0.0,3.6,4.4,0.0,0.3,-0.1,0.0,0.0,1.2,1.0,-5.0,2.8,-1.5,0.0,0.0,4.3,1.6
ASH,"Ashland Global Holdings, Inc.",NYSE,Non-Energy Materials,"4,060.2",4.6,60.2,"4,609.2",0.1,-8.8,2.9,"2,326.0",3.5,5.9,1.4,B,"4,057.8",67.1,"4,156.4",68.8,"4,230.1",70.0,"4,321.4",71.5,"4,353.4",72.0,"4,353.4",72.0,"4,353.4",72.0,"4,472.5",74.0,"4,395.2",72.7,"4,202.3",69.5,"3,872.8",64.1,"4,025.2",66.6,"4,025.2",66.6,"4,025.2",66.6,"4,105.0",67.9,"4,189.6",69.3,"4,187.2",69.3,"4,177.5",69.1,"4,156.4",68.8,"4,156.4",68.8,"4,156.4",68.8,"4,135.8",68.4,"4,105.0",67.9,"4,070.5",67.3,"4,119.5",68.1,"4,021.5",66.5,"4,021.5",66.5,"4,021.5",66.5,"4,138.8",68.5,"4,177.5",69.1,134.2,2.2,-0.1,2.4,1.8,2.2,0.7,0.0,0.0,2.7,-1.7,-4.4,-7.8,3.9,0.0,0.0,2.0,2.1,-0.1,-0.2,-0.5,0.0,0.0,-0.5,-0.7,-0.8,1.2,-2.4,0.0,0.0,2.9,0.9
ASIX,"AdvanSix, Inc.",NYSE,Non-Energy Materials,331.6,13.8,27.9,557.1,0.7,-51.4,-3.1,"1,173.0",3.1,6.7,1.6,BB,339.1,12.1,357.1,12.8,366.9,13.1,392.9,14.0,441.6,15.8,441.6,15.8,441.6,15.8,462.6,16.5,451.1,16.1,402.7,14.4,335.5,12.0,361.0,12.9,361.0,12.9,361.0,12.9,356.2,12.7,363.5,13.0,343.6,12.3,326.3,11.7,322.6,11.5,322.6,11.5,322.6,11.5,321.2,11.5,322.3,11.5,306.4,10.9,312.8,11.2,308.3,11.0,308.3,11.0,308.3,11.0,327.7,11.7,328.8,11.7,47.8,1.7,2.3,5.3,2.7,7.1,12.4,0.0,0.0,4.8,-2.5,-10.7,-16.7,7.6,0.0,0.0,-1.3,2.0,-5.5,-5.1,-1.1,0.0,0.0,-0.4,0.3,-5.0,2.1,-1.4,0.0,0.0,6.3,0.3
ASTE,"Astec Industries, Inc.",NASDAQ,Industrials,959.4,24.2,22.6,946.9,0.6,45.8,10.3,"1,093.2",3.9,7.4,5.8,A,948.2,42.0,969.6,42.9,983.6,43.6,"1,016.8",45.0,"1,096.8",48.6,"1,096.8",48.6,"1,096.8",48.6,"1,092.3",48.4,"1,059.7",46.9,"1,042.1",46.1,961.3,42.6,978.9,43.3,978.9,43.3,978.9,43.3,987.9,43.7,"1,058.8",46.9,"1,035.8",45.9,"1,035.6",45.9,"1,027.8",45.5,"1,027.8",45.5,"1,027.8",45.5,"1,027.0",45.5,"1,035.8",45.9,"1,018.2",45.1,"1,022.7",45.3,"1,007.6",44.6,"1,007.6",44.6,"1,007.6",44.6,"1,016.8",45.0,"1,045.9",46.3,40.2,1.8,-1.2,2.3,1.4,3.4,7.9,0.0,0.0,-0.4,-3.0,-1.7,-7.8,1.8,0.0,0.0,0.9,7.2,-2.2,0.0,-0.8,0.0,0.0,-0.1,0.9,-1.7,0.4,-1.5,0.0,0.0,0.9,2.9
ATGE,Adtalem Global Education Inc.,NYSE,Consumer Non-Cyclicals,"1,733.3",6.0,53.0,"1,888.2",0.2,-23.9,-8.5,"1,052.0",7.6,7.2,2.9,B,"1,762.8",34.0,"1,776.3",34.3,"1,824.0",35.2,"1,822.9",35.2,"1,859.2",35.9,"1,859.2",35.9,"1,859.2",35.9,"1,856.6",35.8,"1,885.6",36.4,"1,822.9",35.2,"1,755.1",33.9,"1,746.8",33.7,"1,746.8",33.7,"1,746.8",33.7,"1,749.9",33.8,"1,714.7",33.1,"1,696.5",32.8,"1,691.4",32.7,"1,691.4",32.7,"1,691.4",32.7,"1,691.4",32.7,"1,722.9",33.3,"1,711.0",33.0,"1,673.7",32.3,"1,611.1",31.1,"1,586.7",30.6,"1,586.7",30.6,"1,586.7",30.6,"1,627.6",31.4,"1,613.6",31.2,89.4,1.7,1.7,0.8,2.7,-0.1,2.0,0.0,0.0,-0.1,1.6,-3.3,-3.7,-0.5,0.0,0.0,0.2,-2.0,-1.1,-0.3,0.0,0.0,0.0,1.9,-0.7,-2.2,-3.7,-1.5,0.0,0.0,2.6,-0.9
ATI,Allegheny Technologies Incorporated,NYSE,Non-Energy Materials,"1,099.1",11.6,126.1,"2,604.9",0.6,-59.5,11.9,"3,763.1",1.2,6.2,4.7,B,"1,153.6",9.1,"1,180.2",9.3,"1,327.1",10.5,"1,404.3",11.1,"1,536.0",12.1,"1,536.0",12.1,"1,536.0",12.1,"1,499.3",11.8,"1,427.1",11.3,"1,322.0",10.4,"1,152.3",9.1,"1,234.6",9.8,"1,234.6",9.8,"1,234.6",9.8,"1,256.2",9.9,"1,357.5",10.7,"1,352.4",10.7,"1,327.1",10.5,"1,254.9",9.9,"1,254.9",9.9,"1,254.9",9.9,"1,298.0",10.3,"1,277.7",10.1,"1,171.3",9.3,"1,194.1",9.4,"1,189.1",9.4,"1,189.1",9.4,"1,189.1",9.4,"1,301.8",10.3,"1,290.4",10.2,115.3,0.9,5.0,2.3,12.4,5.8,9.4,0.0,0.0,-2.4,-4.8,-7.4,-12.8,7.1,0.0,0.0,1.7,8.1,-0.4,-1.9,-5.4,0.0,0.0,3.4,-1.6,-8.3,1.9,-0.4,0.0,0.0,9.5,-0.9
ATNI,"ATN International, Inc.",NASDAQ,Telecommunications,949.3,31.9,16.0,886.1,0.6,2.7,0.1,447.7,6.7,4.7,4.4,B,969.3,60.7,978.0,61.2,999.1,62.5,"1,000.1",62.6,"1,011.3",63.3,"1,011.3",63.3,"1,011.3",63.3,"1,050.3",65.7,"1,046.0",65.5,993.2,62.2,950.7,59.5,957.1,59.9,957.1,59.9,957.1,59.9,964.3,60.3,982.0,61.5,953.3,59.7,926.9,58.0,892.7,55.9,892.7,55.9,892.7,55.9,945.4,59.2,916.2,57.3,918.8,57.5,942.9,59.0,925.5,57.9,925.5,57.9,925.5,57.9,932.7,58.4,968.0,60.6,42.3,2.6,2.1,0.9,2.2,0.1,1.1,0.0,0.0,3.9,-0.4,-5.0,-4.3,0.7,0.0,0.0,0.8,1.8,-2.9,-2.8,-3.7,0.0,0.0,5.9,-3.1,0.3,2.6,-1.8,0.0,0.0,0.8,3.8
ATO,Atmos Energy Corporation,NYSE,Utilities,"12,571.2",44.1,122.3,"13,675.9",0.4,3.2,-3.3,"2,789.9",2.2,6.9,7.5,BBB,"12,592.0",103.0,"12,628.7",103.3,"12,813.4",104.8,"12,747.3",104.2,"12,785.2",104.5,"12,785.2",104.5,"12,785.2",104.5,"12,968.7",106.0,"12,759.5",104.3,"12,688.6",103.7,"12,141.9",99.3,"12,283.8",100.4,"12,283.8",100.4,"12,283.8",100.4,"12,363.3",101.1,"12,507.6",102.3,"12,375.5",101.2,"12,408.5",101.5,"12,196.9",99.7,"12,196.9",99.7,"12,196.9",99.7,"12,245.8",100.1,"12,089.3",98.8,"12,104.0",99.0,"11,872.8",97.1,"11,920.5",97.5,"11,920.5",97.5,"11,920.5",97.5,"12,033.0",98.4,"12,179.8",99.6,318.2,2.6,0.2,0.3,1.5,-0.5,0.3,0.0,0.0,1.4,-1.6,-0.6,-4.3,1.2,0.0,0.0,0.6,1.2,-1.1,0.3,-1.7,0.0,0.0,0.4,-1.3,0.1,-1.9,0.4,0.0,0.0,0.9,1.2
ATR,"Aptargroup, Inc.",NYSE,Non-Energy Materials,"7,149.8",8.1,63.8,"7,391.2",0.1,-0.4,0.5,"2,793.5",7.7,6.0,3.1,A,"7,151.7",111.4,"7,193.4",112.1,"7,271.1",113.3,"7,197.9",112.1,"7,278.8",113.4,"7,278.8",113.4,"7,278.8",113.4,"7,290.3",113.6,"7,219.1",112.5,"7,165.8",111.6,"6,691.5",104.3,"6,762.7",105.4,"6,762.7",105.4,"6,762.7",105.4,"6,765.9",105.4,"6,893.0",107.4,"6,862.2",106.9,"6,867.3",107.0,"6,906.5",107.6,"6,906.5",107.6,"6,906.5",107.6,"6,903.3",107.6,"6,896.2",107.4,"6,799.9",105.9,"6,906.5",107.6,"6,914.2",107.7,"6,914.2",107.7,"6,914.2",107.7,"7,012.4",109.3,"7,187.6",112.0,193.4,3.0,0.0,0.6,1.1,-1.0,1.1,0.0,0.0,0.2,-1.0,-0.7,-6.6,1.1,0.0,0.0,0.0,1.9,-0.4,0.1,0.6,0.0,0.0,0.0,-0.1,-1.4,1.6,0.1,0.0,0.0,1.4,2.5
ATVI,"Activision Blizzard, Inc.",NASDAQ,Technology,"55,459.5",3.2,768.8,"45,650.0",0.1,66.9,4.0,"6,954.0",6.0,5.7,5.2,BBB,"56,237.7",73.0,"56,230.0",73.0,"53,872.3",69.9,"53,787.6",69.8,"53,494.8",69.4,"53,494.8",69.4,"53,494.8",69.4,"54,496.4",70.7,"55,475.0",72.0,"56,877.2",73.8,"54,920.2",71.3,"55,228.4",71.7,"55,228.4",71.7,"55,228.4",71.7,"56,391.8",73.2,"56,245.4",73.0,"58,194.8",75.5,"58,564.6",76.0,"59,003.8",76.6,"59,003.8",76.6,"59,003.8",76.6,"58,649.4",76.1,"58,903.6",76.5,"58,233.3",75.6,"58,718.7",76.2,"58,865.1",76.4,"58,865.1",76.4,"58,865.1",76.4,"58,171.7",75.5,"58,479.8",75.9,"2,035.4",2.6,1.4,0.0,-4.2,-0.2,-0.5,0.0,0.0,1.9,1.8,2.5,-3.4,0.6,0.0,0.0,2.1,-0.3,3.5,0.6,0.7,0.0,0.0,-0.6,0.4,-1.1,0.8,0.2,0.0,0.0,-1.2,0.5
AVA,Avista Corporation,NYSE,Utilities,"2,635.9",28.1,67.2,"3,208.1",0.6,-2.4,-6.5,"1,317.2",6.2,7.0,3.7,A,"2,619.1",38.9,"2,644.6",39.3,"2,693.1",40.0,"2,688.4",40.0,"2,668.2",39.7,"2,668.2",39.7,"2,668.2",39.7,"2,662.1",39.6,"2,630.5",39.1,"2,596.9",38.6,"2,435.3",36.2,"2,454.9",36.5,"2,454.9",36.5,"2,454.9",36.5,"2,526.9",37.6,"2,522.2",37.5,"2,499.3",37.1,"2,485.8",36.9,"2,377.5",35.3,"2,377.5",35.3,"2,377.5",35.3,"2,390.3",35.5,"2,347.9",34.9,"2,378.8",35.4,"2,360.0",35.1,"2,272.5",33.8,"2,272.5",33.8,"2,272.5",33.8,"2,387.6",35.5,"2,448.8",36.4,136.2,2.0,-0.6,1.0,1.8,-0.2,-0.8,0.0,0.0,-0.2,-1.2,-1.3,-6.2,0.8,0.0,0.0,2.9,-0.2,-0.9,-0.5,-4.4,0.0,0.0,0.5,-1.8,1.3,-0.8,-3.7,0.0,0.0,5.1,2.6
AVAV,"AeroVironment, Inc.",NASDAQ,Industrials,"1,699.6",19.5,24.0,"1,481.2",0.3,9.4,15.1,367.8,3.3,4.3,5.1,BBB,"1,660.5",69.2,"1,717.6",71.6,"1,767.0",73.6,"1,817.9",75.8,"1,833.5",76.4,"1,833.5",76.4,"1,833.5",76.4,"1,812.1",75.5,"1,762.9",73.5,"1,758.1",73.3,"1,620.4",67.5,"1,669.3",69.6,"1,669.3",69.6,"1,669.3",69.6,"1,648.9",68.7,"1,709.4",71.2,"1,665.7",69.4,"1,673.2",69.7,"1,621.8",67.6,"1,621.8",67.6,"1,621.8",67.6,"1,669.8",69.6,"1,725.5",71.9,"1,727.8",71.8,"1,897.3",78.8,"1,853.4",77.0,"1,853.4",77.0,"1,853.4",77.0,"1,884.7",78.3,"1,916.2",79.6,93.9,3.9,-2.3,3.4,2.9,2.9,0.9,0.0,0.0,-1.2,-2.7,-0.3,-7.8,3.0,0.0,0.0,-1.2,3.7,-2.6,0.4,-3.1,0.0,0.0,3.0,3.3,-0.2,9.8,-2.3,0.0,0.0,1.7,1.7
AVB,"AvalonBay Communities, Inc.",NYSE,Finance,"21,955.5",78.1,140.6,"29,287.1",0.4,-20.1,-2.6,"2,356.3",6.1,6.5,3.2,BBB,"22,576.1",160.4,"22,343.9",158.8,"22,798.5",162.0,"22,358.0",158.9,"24,302.9",172.7,"24,302.9",172.7,"24,302.9",172.7,"25,060.0",178.1,"24,518.2",174.2,"24,114.3",171.4,"22,780.2",161.9,"23,044.8",163.8,"23,044.8",163.8,"23,044.8",163.8,"22,616.9",160.7,"23,548.6",167.3,"22,902.6",162.7,"22,560.6",160.3,"21,826.0",155.1,"21,826.0",155.1,"21,826.0",155.1,"21,986.5",156.2,"21,857.0",155.3,"21,330.7",151.6,"21,584.0",153.4,"21,303.9",151.4,"21,303.9",151.4,"21,303.9",151.4,"21,531.9",153.0,"21,762.7",154.6,"1,093.3",7.8,2.8,-1.0,2.0,-1.9,8.7,0.0,0.0,3.1,-2.2,-1.6,-5.5,1.2,0.0,0.0,-1.9,4.1,-2.7,-1.5,-3.3,0.0,0.0,0.7,-0.6,-2.4,1.2,-1.3,0.0,0.0,1.1,1.1
AVD,American Vanguard Corporation,NYSE,Non-Energy Materials,401.2,3.3,30.2,587.7,0.2,0.8,4.7,455.9,3.5,6.5,0.0,B,396.4,13.1,387.3,12.8,403.9,13.4,418.7,13.9,422.0,14.0,422.0,14.0,422.0,14.0,416.3,13.8,422.0,14.0,401.2,13.3,368.0,12.2,372.2,12.3,372.2,12.3,372.2,12.3,370.7,12.3,385.8,12.8,369.5,12.3,369.2,12.2,392.1,13.0,392.1,13.0,392.1,13.0,397.0,13.2,401.2,13.3,375.8,12.5,382.2,12.7,395.4,13.1,395.4,13.1,395.4,13.1,411.1,13.6,415.1,13.8,18.2,0.6,-1.2,-2.3,4.3,3.7,0.8,0.0,0.0,-1.4,1.4,-4.9,-8.3,1.1,0.0,0.0,-0.4,4.1,-4.2,-0.1,6.2,0.0,0.0,1.2,1.1,-6.3,1.7,3.5,0.0,0.0,4.0,1.0
AVGO,Broadcom Inc.,NASDAQ,Technology,"116,447.1",-92.3,398.8,"125,710.3",-0.3,20.4,10.0,"23,197.0",6.5,6.6,2.1,B,"115,935.4",290.0,"119,161.7",298.1,"123,747.3",309.5,"123,491.4",308.9,"126,765.7",317.1,"126,765.7",317.1,"126,765.7",317.1,"126,941.6",317.5,"126,062.1",315.3,"125,950.2",315.0,"117,438.6",293.8,"120,756.1",300.3,"120,756.1",300.3,"120,756.1",300.3,"122,300.5",304.1,"124,967.0",310.7,"126,061.0",313.4,"128,180.5",318.7,"121,769.6",302.8,"121,769.6",302.8,"121,769.6",302.8,"126,101.2",313.5,"125,200.3",311.3,"123,458.8",307.0,"124,214.9",308.9,"123,635.8",307.4,"123,635.8",307.4,"123,635.8",307.4,"124,589.0",309.8,"126,933.7",315.6,"2,967.6",7.4,-0.4,2.8,3.8,-0.2,2.7,0.0,0.0,0.1,-0.7,-0.1,-6.8,2.2,0.0,0.0,1.3,2.2,0.9,1.7,-5.0,0.0,0.0,3.6,-0.7,-1.4,0.6,-0.5,0.0,0.0,0.8,1.9
AVNS,"Avanos Medical, Inc.",NYSE,Healthcare,"1,387.8",5.9,47.7,"1,615.2",0.2,-22.9,3.1,705.3,9.6,5.3,4.6,BB,"1,361.1",28.5,"1,370.6",28.7,"1,374.9",28.8,"1,380.2",28.9,"1,583.1",33.2,"1,583.1",33.2,"1,583.1",33.2,"1,617.0",33.9,"1,613.7",33.8,"1,522.0",31.9,"1,347.7",28.2,"1,363.5",28.6,"1,363.5",28.6,"1,363.5",28.6,"1,385.4",29.0,"1,441.8",30.2,"1,408.8",29.5,"1,380.6",28.9,"1,391.6",29.1,"1,391.6",29.1,"1,391.6",29.1,"1,377.8",28.9,"1,441.8",30.2,"1,361.1",28.5,"1,368.7",28.7,"1,305.2",27.3,"1,305.2",27.3,"1,305.2",27.3,"1,390.2",29.1,"1,403.6",29.4,92.0,1.9,-1.9,0.7,0.3,0.4,14.7,0.0,0.0,2.1,-0.2,-5.7,-11.5,1.2,0.0,0.0,1.6,4.1,-2.3,-2.0,0.8,0.0,0.0,-1.0,4.6,-5.6,0.6,-4.6,0.0,0.0,6.5,1.0
AVNT,Avient Corporation,NYSE,Non-Energy Materials,"2,264.8",-1.3,76.9,"2,829.7",0.0,1.8,3.3,"2,379.6",3.8,5.9,4.2,BB,"2,338.9",25.6,"2,448.5",26.8,"2,503.4",27.4,"2,524.4",27.6,"2,636.8",28.9,"2,636.8",28.9,"2,636.8",28.9,"2,676.1",29.3,"2,619.4",28.7,"2,518.9",27.6,"2,280.4",25.0,"2,367.2",25.9,"2,367.2",25.9,"2,367.2",25.9,"2,379.1",26.0,"2,390.0",26.2,"2,337.9",25.6,"2,317.8",25.4,"2,252.9",24.7,"2,252.9",24.7,"2,252.9",24.7,"2,260.3",24.7,"2,257.5",24.7,"2,175.3",23.8,"2,276.7",24.9,"2,302.3",25.2,"2,302.3",25.2,"2,302.3",25.2,"2,377.2",26.0,"2,397.4",26.2,139.6,1.5,3.3,4.7,2.2,0.8,4.5,0.0,0.0,1.5,-2.1,-3.8,-9.5,3.8,0.0,0.0,0.5,0.5,-2.2,-0.9,-2.8,0.0,0.0,0.3,-0.1,-3.6,4.7,1.1,0.0,0.0,3.3,0.8
AVT,"Avnet, Inc.",NASDAQ,Technology,"2,689.9",29.4,99.3,"4,284.8",0.7,-31.3,1.8,"17,634.3",4.1,5.3,4.4,BBB,"2,725.4",27.6,"2,776.8",28.1,"2,925.9",29.6,"2,950.6",29.9,"2,967.3",30.1,"2,967.3",30.1,"2,967.3",30.1,"3,135.2",31.8,"3,016.2",30.5,"2,825.1",28.6,"2,615.8",26.5,"2,698.3",27.3,"2,698.3",27.3,"2,698.3",27.3,"2,700.7",27.4,"2,757.0",27.9,"2,691.8",27.3,"2,669.1",27.0,"2,658.8",26.9,"2,658.8",26.9,"2,658.8",26.9,"2,752.1",27.9,"2,789.6",28.3,"2,661.2",27.0,"2,584.2",26.2,"2,571.4",26.0,"2,571.4",26.0,"2,571.4",26.0,"2,673.1",27.1,"2,753.6",27.9,148.5,1.5,1.3,1.9,5.4,0.8,0.6,0.0,0.0,5.7,-3.8,-6.3,-7.4,3.2,0.0,0.0,0.1,2.1,-2.4,-0.8,-0.4,0.0,0.0,3.5,1.4,-4.6,-2.9,-0.5,0.0,0.0,4.0,3.0
AVY,Avery Dennison Corporation,NYSE,Non-Energy Materials,"9,218.4",-0.1,83.4,"10,923.9",0.0,8.6,1.5,"6,785.8",4.7,5.8,5.7,BB,"9,409.9",113.0,"9,626.5",115.6,"9,974.7",119.8,"9,890.6",118.7,"10,272.1",123.3,"10,272.1",123.3,"10,272.1",123.3,"10,379.5",124.6,"10,197.1",122.4,"10,117.1",121.5,"9,330.0",112.0,"9,454.1",113.5,"9,454.1",113.5,"9,454.1",113.5,"9,622.4",115.5,"9,691.5",116.4,"9,641.5",115.8,"9,701.5",116.5,"9,539.1",114.5,"9,539.1",114.5,"9,539.1",114.5,"9,476.6",113.8,"9,619.0",115.5,"9,353.3",112.3,"9,276.7",111.4,"9,148.4",109.8,"9,148.4",109.8,"9,148.4",109.8,"9,324.2",111.9,"9,503.2",114.1,363.5,4.4,2.1,2.3,3.6,-0.8,3.9,0.0,0.0,1.0,-1.8,-0.8,-7.8,1.3,0.0,0.0,1.8,0.7,-0.5,0.6,-1.7,0.0,0.0,-0.7,1.5,-2.8,-0.8,-1.4,0.0,0.0,1.9,1.9
AWK,"American Water Works Company, Inc.",NYSE,Utilities,"22,989.9",25.2,180.8,"22,208.3",0.2,14.2,0.7,"3,690.0",4.6,7.2,6.0,BBB,"23,129.3",127.8,"23,549.3",130.1,"23,958.4",132.4,"23,659.7",130.7,"23,815.4",131.6,"23,815.4",131.6,"23,815.4",131.6,"23,985.5",132.5,"23,659.7",130.7,"23,724.9",131.1,"23,080.4",127.5,"23,042.4",127.3,"23,042.4",127.3,"23,042.4",127.3,"23,391.8",129.2,"23,471.4",129.7,"23,507.6",129.9,"23,382.7",129.2,"22,874.1",126.4,"22,874.1",126.4,"22,874.1",126.4,"22,959.1",126.8,"22,667.7",125.2,"22,519.3",124.4,"22,124.6",122.2,"22,461.3",124.1,"22,461.3",124.1,"22,461.3",124.1,"22,694.8",125.4,"23,290.4",128.7,513.5,2.8,0.6,1.8,1.7,-1.2,0.7,0.0,0.0,0.7,-1.4,0.3,-2.7,-0.2,0.0,0.0,1.5,0.3,0.2,-0.5,-2.2,0.0,0.0,0.4,-1.3,-0.7,-1.8,1.5,0.0,0.0,1.0,2.6
AWR,American States Water Company,NYSE,Utilities,"3,024.9",16.3,36.8,"3,191.7",0.2,14.1,-3.1,477.8,4.7,7.4,5.7,BBB,"2,993.5",81.2,"2,984.7",80.9,"3,005.3",81.5,"2,990.6",81.1,"3,038.9",82.4,"3,038.9",82.4,"3,038.9",82.4,"3,009.4",81.6,"2,932.3",79.5,"2,945.2",79.9,"2,787.3",75.6,"2,821.3",76.5,"2,821.3",76.5,"2,821.3",76.5,"2,912.0",79.0,"2,891.0",78.4,"2,864.0",77.7,"2,861.8",77.6,"2,840.1",77.0,"2,840.1",77.0,"2,840.1",77.0,"2,863.3",77.6,"2,851.9",77.3,"2,824.2",76.6,"2,791.0",75.7,"2,723.9",73.9,"2,723.9",73.9,"2,723.9",73.9,"2,850.8",77.3,"2,900.2",78.6,95.2,2.6,-1.0,-0.3,0.7,-0.5,1.6,0.0,0.0,-1.0,-2.6,0.4,-5.4,1.2,0.0,0.0,3.2,-0.7,-0.9,-0.1,-0.8,0.0,0.0,0.8,-0.4,-1.0,-1.2,-2.4,0.0,0.0,4.7,1.7
AX,"Axos Financial, Inc.",NYSE,Finance,"1,300.5",16.7,61.3,"1,855.8",0.6,-20.2,1.8,719.7,2.3,5.8,3.7,B,"1,294.5",21.7,"1,285.6",21.6,"1,359.6",22.8,"1,427.6",23.9,"1,499.1",25.1,"1,499.1",25.1,"1,499.1",25.1,"1,506.3",25.3,"1,492.0",25.0,"1,394.7",23.4,"1,260.5",21.1,"1,280.8",21.5,"1,280.8",21.5,"1,280.8",21.5,"1,294.5",21.7,"1,353.0",22.7,"1,303.5",21.9,"1,282.6",21.5,"1,254.0",21.0,"1,254.0",21.0,"1,254.0",21.0,"1,272.5",21.3,"1,258.1",21.1,"1,201.5",20.1,"1,209.8",20.3,"1,178.2",19.8,"1,178.2",19.8,"1,178.2",19.8,"1,283.2",21.5,"1,317.2",22.1,101.5,1.7,-0.5,-0.7,5.8,5.0,5.0,0.0,0.0,0.5,-1.0,-6.5,-9.6,1.6,0.0,0.0,1.1,4.5,-3.7,-1.6,-2.2,0.0,0.0,1.5,-1.1,-4.5,0.7,-2.6,0.0,0.0,8.9,2.6
AXL,"American Axle & Manufacturing Holdings, Inc.",NYSE,Consumer Cyclicals,804.0,-5.2,112.6,"1,210.2",-0.5,-29.7,0.8,"4,966.2",3.0,5.5,5.2,BBB,852.7,7.5,882.1,7.8,951.1,8.4,940.9,8.3,989.5,8.8,989.5,8.8,989.5,8.8,"1,042.7",9.2,996.3,8.8,939.7,8.3,805.2,7.1,879.8,7.8,879.8,7.8,879.8,7.8,878.7,7.8,877.5,7.8,822.1,7.3,792.7,7.0,834.6,7.4,834.6,7.4,834.6,7.4,844.8,7.5,847.0,7.5,800.6,7.1,850.4,7.5,809.7,7.2,809.7,7.2,809.7,7.2,875.3,7.7,859.5,7.6,68.6,0.6,6.0,3.4,7.8,-1.1,5.2,0.0,0.0,5.4,-4.4,-5.7,-14.3,9.3,0.0,0.0,-0.1,-0.1,-6.3,-3.6,5.3,0.0,0.0,1.2,0.3,-5.5,6.2,-4.8,0.0,0.0,8.1,-1.8
