Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL)
BWA,BorgWarner Inc.,NYSE,Consumer Cyclicals,"5,037.4",11.9,206.4,"8,957.7",0.3,-7.0,26.1,"8,759.0",5.0,6.1,4.1,A,"4,683.9",22.7,"4,605.4",22.3,"4,400.7",21.3,"4,400.7",21.3,"4,400.7",21.3,"5,111.8",24.7,"5,099.4",24.7,"5,277.2",25.5,"5,320.6",25.7,"5,320.6",25.7,"5,320.6",25.7,"5,320.6",25.7,"5,407.4",26.2,"5,620.3",27.2,"5,471.5",26.5,"5,384.6",26.1,"5,576.9",27.0,"5,576.9",27.0,"5,576.9",27.0,"5,275.1",25.5,"5,273.0",25.5,"5,302.0",25.7,"5,508.7",26.7,"5,597.5",27.1,"5,597.5",27.1,"5,597.5",27.1,"5,800.1",28.1,"5,901.4",28.6,"6,132.9",29.7,"5,905.5",28.6,443.7,2.1,-7.0,-1.7,-4.4,0.0,0.0,16.2,-0.2,3.5,0.8,0.0,0.0,0.0,1.6,3.9,-2.6,-1.6,3.6,0.0,0.0,-5.4,0.0,0.5,3.9,1.6,0.0,0.0,3.6,1.7,3.9,-3.7
BXP,"Boston Properties, Inc.",NYSE,Finance,"15,821.5",35.4,154.8,"23,627.3",0.2,-7.6,14.0,"2,909.8",8.1,5.2,3.6,A,"13,224.2",85.3,"12,827.0",82.7,"12,881.3",83.0,"12,881.3",83.0,"12,881.3",83.0,"14,089.6",90.7,"14,390.9",92.7,"15,516.9",99.9,"16,462.8",106.0,"16,462.8",106.0,"16,462.8",106.0,"16,462.8",106.0,"15,617.9",100.6,"16,413.1",105.7,"15,481.2",99.7,"14,609.9",94.1,"14,832.0",95.5,"14,832.0",95.5,"14,832.0",95.5,"14,201.5",91.4,"13,734.0",88.4,"14,081.9",90.7,"13,810.1",88.9,"14,033.7",90.4,"14,033.7",90.4,"14,033.7",90.4,"14,620.8",94.1,"15,075.8",97.1,"15,259.7",98.3,"15,093.5",97.2,"1,141.8",7.3,-7.6,-3.0,0.4,0.0,0.0,9.2,2.1,7.8,6.1,0.0,0.0,0.0,-5.1,5.1,-5.7,-5.6,1.5,0.0,0.0,-4.3,-3.3,2.5,-1.9,1.6,0.0,0.0,4.2,3.1,1.2,-1.1
BXS,BancorpSouth Bank,NYSE,Finance,"1,977.6",15.6,104.5,"3,240.8",0.5,-3.4,19.7,"1,133.6",2.5,7.3,3.9,BBB,"1,910.7",18.3,"1,995.3",19.1,"1,875.1",17.9,"1,875.1",17.9,"1,875.1",17.9,"2,010.0",19.2,"2,039.2",19.5,"2,159.4",20.7,"2,408.2",23.0,"2,408.2",23.0,"2,408.2",23.0,"2,408.2",23.0,"2,228.4",21.3,"2,165.7",20.7,"2,103.0",20.1,"2,030.9",19.4,"2,172.0",20.8,"2,172.0",20.8,"2,172.0",20.8,"2,149.0",20.6,"2,095.7",20.1,"2,071.6",19.8,"2,069.6",19.8,"2,095.7",20.1,"2,095.7",20.1,"2,095.7",20.1,"2,242.0",21.5,"2,253.5",21.6,"2,381.0",22.8,"2,288.0",21.9,160.3,1.5,-3.4,4.4,-6.0,0.0,0.0,7.2,1.5,5.9,11.5,0.0,0.0,0.0,-7.5,-2.8,-2.9,-3.4,6.9,0.0,0.0,-1.1,-2.5,-1.1,-0.1,1.3,0.0,0.0,7.0,0.5,5.7,-3.9
BYD,Boyd Gaming Corporation,NYSE,Consumer Services,"1,609.4",-11.5,111.5,"3,328.3",-0.4,-9.7,28.2,"2,543.1",2.2,4.3,5.5,BB,"1,453.1",13.0,"1,350.4",12.1,"1,252.2",11.2,"1,252.2",11.2,"1,252.2",11.2,"1,383.9",12.4,"1,415.2",12.7,"1,738.8",15.6,"1,705.4",15.3,"1,705.4",15.3,"1,705.4",15.3,"1,705.4",15.3,"1,659.6",14.9,"1,671.9",15.0,"1,630.6",14.6,"1,618.3",14.5,"1,683.0",15.1,"1,683.0",15.1,"1,683.0",15.1,"1,607.1",14.4,"1,579.2",14.2,"1,575.9",14.1,"1,626.1",14.6,"1,725.4",15.5,"1,725.4",15.5,"1,725.4",15.5,"1,834.8",16.4,"1,882.8",16.9,"1,960.9",17.6,"1,862.7",16.7,184.9,1.7,-9.7,-7.1,-7.3,0.0,0.0,10.5,2.3,22.9,-1.9,0.0,0.0,0.0,-2.7,0.7,-2.5,-0.8,4.0,0.0,0.0,-4.5,-1.7,-0.2,3.2,6.1,0.0,0.0,6.3,2.6,4.1,-5.0
C,Citigroup Inc.,NYSE,Finance,"88,376.5",70.4,"2,114.1","174,415.4",0.9,-8.6,26.1,"101,033.0",6.1,4.1,5.2,BBB,"80,802.0",38.5,"82,312.7",39.2,"78,661.8",37.5,"78,661.8",37.5,"78,661.8",37.5,"86,278.3",41.1,"86,551.1",41.3,"92,866.7",44.3,"99,476.0",47.4,"99,476.0",47.4,"99,476.0",47.4,"99,476.0",47.4,"97,944.4",46.7,"95,300.6",45.4,"89,929.2",42.9,"85,019.4",40.5,"94,626.9",45.5,"94,626.9",45.5,"94,626.9",45.5,"91,628.8",44.0,"86,548.7",41.6,"87,943.7",42.2,"88,401.7",42.5,"89,734.2",43.1,"89,734.2",43.1,"89,734.2",43.1,"96,937.9",46.6,"98,291.2",47.2,"104,641.3",50.3,"101,101.9",48.6,"7,256.1",3.5,-8.6,1.9,-4.4,0.0,0.0,9.7,0.3,7.3,7.1,0.0,0.0,0.0,-1.5,-2.7,-5.6,-5.5,12.2,0.0,0.0,-3.2,-5.5,1.6,0.5,1.5,0.0,0.0,8.0,1.4,6.5,-3.4
CABO,"Cable One, Inc.",NYSE,Telecommunications,"9,410.3",-157.5,5.7,"8,500.7",-0.1,-6.3,24.1,"1,253.2",6.7,5.3,5.5,A,"8,822.0","1,540.9","9,189.1","1,605.0","8,796.0","1,536.4","8,796.0","1,536.4","8,796.0","1,536.4","9,424.5","1,646.2","9,665.7","1,688.3","9,644.0","1,684.5","9,757.0","1,704.2","9,757.0","1,704.2","9,757.0","1,704.2","9,757.0","1,704.2","9,469.1","1,654.0","9,898.7","1,729.0","9,733.5","1,700.1","9,914.3","1,731.7","10,161.0","1,774.8","10,161.0","1,774.8","10,161.0","1,774.8","10,209.3","1,783.2","9,361.6","1,635.2","9,830.0","1,717.0","9,994.8","1,745.8","10,385.4","1,814.0","10,385.4","1,814.0","10,385.4","1,814.0","10,638.2","1,858.2","10,620.8","1,855.1","11,221.3","1,960.0","10,951.4","1,912.9",619.5,108.2,-6.3,4.2,-4.3,0.0,0.0,7.1,2.6,-0.2,1.2,0.0,0.0,0.0,-3.0,4.5,-1.7,1.9,2.5,0.0,0.0,0.5,-8.3,5.0,1.7,3.9,0.0,0.0,2.4,-0.2,5.7,-2.4
CACI,CACI International Inc Class A,NYSE,Business Services,"5,294.0",-53.4,25.1,"6,260.3",-0.2,-3.3,22.5,"5,720.0",4.0,4.3,5.8,BBB,"5,121.5",204.3,"5,174.6",206.4,"5,038.7",201.0,"5,038.7",201.0,"5,038.7",201.0,"5,525.6",220.4,"5,513.3",219.9,"5,654.5",225.5,"5,767.6",230.0,"5,767.6",230.0,"5,767.6",230.0,"5,767.6",230.0,"5,558.2",221.7,"5,975.7",238.3,"5,820.2",232.1,"5,927.8",236.4,"6,107.8",243.6,"6,107.8",243.6,"6,107.8",243.6,"5,981.7",238.6,"5,776.6",230.4,"5,949.3",237.3,"6,014.8",239.9,"6,102.3",243.4,"6,102.3",243.4,"6,102.3",243.4,"6,340.2",252.9,"6,246.9",249.2,"6,398.4",255.2,"6,271.5",250.1,398.8,15.9,-3.3,1.0,-2.6,0.0,0.0,9.7,-0.2,2.6,2.0,0.0,0.0,0.0,-3.6,7.5,-2.6,1.8,3.0,0.0,0.0,-2.1,-3.4,3.0,1.1,1.5,0.0,0.0,3.9,-1.5,2.4,-2.0
CADE,Cadence Bancorporation Class A,NYSE,Finance,824.6,14.6,127.6,"2,320.9",0.8,-9.3,11.4,902.3,1.3,7.4,3.9,BBB,747.8,5.9,713.8,5.7,600.5,4.8,600.5,4.8,600.5,4.8,611.9,4.9,655.9,5.2,737.8,5.9,830.9,6.6,830.9,6.6,830.9,6.6,830.9,6.6,804.5,6.4,768.0,6.1,647.1,5.1,624.5,5.0,688.7,5.5,688.7,5.5,688.7,5.5,662.2,5.3,659.7,5.2,620.7,4.9,662.2,5.3,678.6,5.4,678.6,5.4,678.6,5.4,755.4,6.0,820.9,6.5,895.1,7.1,833.4,6.6,86.2,0.7,-9.3,-4.5,-15.9,0.0,0.0,1.9,7.2,12.5,12.6,0.0,0.0,0.0,-3.2,-4.5,-15.7,-3.5,10.3,0.0,0.0,-3.8,-0.4,-5.9,6.7,2.5,0.0,0.0,11.3,8.7,9.0,-6.9
CAG,"Conagra Brands, Inc.",NYSE,Consumer Non-Cyclicals,"14,283.1",-17.0,486.9,"16,663.0",-0.5,1.4,13.1,"11,342.6",3.8,6.7,4.5,BBB,"14,495.4",29.8,"14,578.2",29.9,"15,201.6",31.2,"15,201.6",31.2,"15,201.6",31.2,"15,245.5",31.3,"14,831.5",30.5,"15,250.4",31.3,"15,810.5",32.5,"15,810.5",32.5,"15,810.5",32.5,"15,810.5",32.5,"15,567.0",32.0,"16,239.1",33.3,"16,010.2",32.9,"16,302.4",33.5,"16,356.0",33.6,"16,356.0",33.6,"16,356.0",33.6,"16,502.1",33.9,"16,477.8",33.8,"16,706.7",34.3,"16,550.8",34.0,"16,648.3",34.2,"16,648.3",34.2,"16,648.3",34.2,"16,852.8",34.6,"16,857.7",34.6,"16,662.9",34.2,"16,287.8",33.4,696.5,1.4,1.4,0.6,4.3,0.0,0.0,0.3,-2.7,2.8,3.7,0.0,0.0,0.0,-1.5,4.3,-1.4,1.8,0.3,0.0,0.0,0.9,-0.1,1.4,-0.9,0.6,0.0,0.0,1.2,0.0,-1.2,-2.3
CAH,"Cardinal Health, Inc.",NYSE,Healthcare,"13,988.1",-36.0,292.0,"14,794.0",-0.7,-0.5,3.7,"152,915.0",10.0,5.7,5.2,AA,"13,921.0",47.7,"13,544.6",46.4,"13,600.1",46.6,"13,600.1",46.6,"13,600.1",46.6,"14,399.5",49.4,"13,970.6",47.9,"14,414.1",49.4,"14,714.7",50.4,"14,714.7",50.4,"14,714.7",50.4,"14,714.7",50.4,"14,306.2",49.0,"14,790.5",50.7,"14,609.6",50.1,"14,606.7",50.1,"14,948.1",51.2,"14,948.1",51.2,"14,948.1",51.2,"14,805.1",50.7,"14,084.4",48.3,"14,309.1",49.0,"14,390.8",49.3,"14,682.6",50.3,"14,682.6",50.3,"14,682.6",50.3,"15,152.3",51.9,"15,012.3",51.5,"14,986.0",51.4,"14,437.5",49.5,463.6,1.6,-0.5,-2.7,0.4,0.0,0.0,5.9,-3.0,3.2,2.1,0.0,0.0,0.0,-2.8,3.4,-1.2,0.0,2.3,0.0,0.0,-1.0,-4.9,1.6,0.6,2.0,0.0,0.0,3.2,-0.9,-0.2,-3.7
CAKE,Cheesecake Factory Incorporated,NASDAQ,Consumer Services,776.5,3.0,44.8,"1,734.5",0.1,-8.0,41.8,"2,191.5",6.8,3.8,4.3,BB,714.7,15.7,686.5,15.1,705.1,15.5,705.1,15.5,705.1,15.5,763.3,16.8,742.8,16.3,840.1,18.5,918.3,20.2,918.3,20.2,918.3,20.2,918.3,20.2,858.3,18.9,862.9,19.0,791.9,17.4,804.7,17.7,851.0,18.7,851.0,18.7,851.0,18.7,860.6,18.9,854.7,18.8,905.6,19.9,831.9,18.3,845.4,18.6,845.4,18.6,845.4,18.6,911.0,20.0,969.7,21.3,"1,107.4",24.4,"1,013.3",22.3,95.7,2.1,-8.0,-3.9,2.7,0.0,0.0,8.3,-2.7,13.1,9.3,0.0,0.0,0.0,-6.5,0.5,-8.2,1.6,5.8,0.0,0.0,1.1,-0.7,6.0,-8.1,1.6,0.0,0.0,7.8,6.4,14.2,-8.5
CAL,"Caleres, Inc.",NYSE,Consumer Cyclicals,208.2,2.2,40.5,962.7,0.1,-26.7,112.9,"2,389.9",#N/A,#N/A,#N/A,@NA,152.5,3.8,143.3,3.6,134.9,3.4,134.9,3.4,134.9,3.4,168.5,4.2,222.6,5.6,237.4,5.9,220.5,5.5,220.5,5.5,220.5,5.5,220.5,5.5,230.1,5.7,260.3,6.5,241.8,6.0,208.8,5.2,226.9,5.6,226.9,5.6,226.9,5.6,227.3,5.7,210.4,5.2,205.2,5.1,206.4,5.1,222.9,5.5,222.9,5.5,222.9,5.5,243.0,6.0,254.3,6.3,341.2,8.5,326.3,8.1,47.6,1.2,-26.7,-6.0,-5.9,0.0,0.0,24.9,32.1,6.1,-7.1,0.0,0.0,0.0,4.4,13.1,-7.1,-13.6,8.7,0.0,0.0,0.2,-7.4,-2.5,0.6,8.0,0.0,0.0,9.0,4.6,34.2,-4.4
CALM,"Cal-Maine Foods, Inc.",NASDAQ,Consumer Non-Cyclicals,"2,141.5",18.0,48.7,"2,081.6",0.4,-5.8,0.1,"1,403.2",1.6,4.7,4.6,B,"1,819.4",41.5,"1,732.9",39.5,"1,777.2",40.5,"1,777.2",40.5,"1,777.2",40.5,"1,801.8",41.1,"1,683.7",38.4,"1,727.2",39.4,"1,739.1",39.6,"1,739.1",39.6,"1,739.1",39.6,"1,739.1",39.6,"1,768.5",40.3,"1,714.5",39.1,"1,759.7",40.1,"1,807.1",41.2,"1,823.3",41.5,"1,823.3",41.5,"1,823.3",41.5,"1,797.4",41.0,"1,782.5",40.6,"1,795.7",40.9,"1,840.0",41.9,"1,829.0",41.7,"1,829.0",41.7,"1,829.0",41.7,"1,914.6",43.6,"1,923.8",43.8,"1,889.2",43.0,"1,822.0",41.5,56.3,1.3,-5.8,-4.8,2.6,0.0,0.0,1.4,-6.6,2.6,0.7,0.0,0.0,0.0,1.7,-3.1,2.6,2.7,0.9,0.0,0.0,-1.4,-0.8,0.7,2.5,-0.6,0.0,0.0,4.7,0.5,-1.8,-3.6
CAMP,CalAmp Corp.,NASDAQ,Technology,153.7,0.2,34.2,327.2,0.0,-7.8,61.9,347.6,#N/A,#N/A,#N/A,@NA,141.8,4.2,140.4,4.1,136.3,4.0,136.3,4.0,136.3,4.0,154.1,4.5,150.6,4.4,159.5,4.7,179.0,5.2,179.0,5.2,179.0,5.2,179.0,5.2,173.5,5.1,179.0,5.2,173.9,5.1,169.8,5.0,196.8,5.8,196.8,5.8,196.8,5.8,197.8,5.8,189.9,5.6,196.1,5.7,198.5,5.8,199.8,5.9,199.8,5.9,199.8,5.9,218.3,6.4,217.9,6.4,238.1,7.0,229.5,6.7,27.9,0.8,-7.8,-1.0,-2.9,0.0,0.0,13.0,-2.2,5.9,12.2,0.0,0.0,0.0,-3.1,3.1,-2.9,-2.4,15.9,0.0,0.0,0.5,-4.0,3.2,1.2,0.7,0.0,0.0,9.2,-0.2,9.2,-3.6
CAR,"Avis Budget Group, Inc.",NASDAQ,Consumer Cyclicals,966.6,-16.8,74.0,"2,380.1",-0.5,-7.6,28.2,"7,428.0",7.2,4.3,3.7,AA,893.6,12.9,783.0,11.3,735.8,10.6,735.8,10.6,735.8,10.6,859.2,12.4,964.6,13.9,"1,002.8",14.4,"1,109.2",16.0,"1,109.2",16.0,"1,109.2",16.0,"1,109.2",16.0,"1,028.5",14.8,"1,007.0",14.5,991.0,14.3,896.4,12.9,975.7,14.0,975.7,14.0,975.7,14.0,939.5,13.5,878.3,12.6,834.5,12.0,835.2,12.0,909.6,13.1,909.6,13.1,909.6,13.1,"1,057.0",15.2,"1,148.8",16.5,"1,182.2",17.0,"1,146.1",16.5,128.0,1.8,-7.6,-12.4,-6.0,0.0,0.0,16.8,12.3,4.0,10.6,0.0,0.0,0.0,-7.3,-2.1,-1.6,-9.5,8.8,0.0,0.0,-3.7,-6.5,-5.0,0.1,8.9,0.0,0.0,16.2,8.7,2.9,-3.1
CARR,Carrier Global Corp.,NYSE,Industrials,"14,942.4",#N/A,#N/A,#N/A,#N/A,-12.8,17.7,#N/A,5.9,6.3,5.1,A,"13,036.7",15.1,"11,503.5",13.3,"14,655.4",16.9,"14,655.4",16.9,"14,655.4",16.9,"13,373.5",15.4,"13,208.9",15.3,"12,351.4",14.3,"12,801.8",14.8,"12,801.8",14.8,"12,801.8",14.8,"12,801.8",14.8,"12,117.6",14.0,"12,013.6",13.9,"11,571.9",13.4,"11,164.8",12.9,"11,901.0",13.7,"11,901.0",13.7,"11,901.0",13.7,"12,516.0",14.5,"12,723.9",14.7,"12,810.5",14.8,"13,616.0",15.7,"14,075.1",16.3,"14,075.1",16.3,"14,075.1",16.3,"14,551.5",16.8,"14,724.7",17.0,"15,279.0",17.6,"15,339.7",17.7,"1,195.0",1.4,-12.8,-11.8,27.4,0.0,0.0,-8.7,-1.2,-6.5,3.6,0.0,0.0,0.0,-5.3,-0.9,-3.7,-3.5,6.6,0.0,0.0,5.2,1.7,0.7,6.3,3.4,0.0,0.0,3.4,1.2,3.8,0.4
CASH,"Meta Financial Group, Inc.",NASDAQ,Finance,751.7,12.7,37.2,"1,372.2",0.3,-19.0,4.7,521.6,2.8,5.6,4.0,BB,608.8,17.6,593.2,17.1,520.2,15.0,520.2,15.0,520.2,15.0,588.0,17.0,560.6,16.2,605.3,17.5,673.5,19.5,673.5,19.5,673.5,19.5,673.5,19.5,635.7,18.4,634.0,18.3,579.0,16.7,554.1,16.0,615.3,17.8,615.3,17.8,615.3,17.8,614.3,17.8,594.9,17.2,592.1,17.1,549.2,15.9,579.7,16.8,579.7,16.8,579.7,16.8,606.0,17.5,619.8,17.9,657.9,19.0,637.5,18.4,44.5,1.3,-19.0,-2.6,-12.3,0.0,0.0,13.0,-4.6,8.0,11.3,0.0,0.0,0.0,-5.6,-0.3,-8.7,-4.3,11.1,0.0,0.0,-0.2,-3.2,-0.5,-7.2,5.5,0.0,0.0,4.5,2.3,6.1,-3.1
CASY,"Casey's General Stores, Inc.",NASDAQ,Consumer Cyclicals,"4,874.8",38.6,36.8,"5,849.6",0.2,-3.9,19.2,"8,653.7",3.2,8.1,3.2,BB,"4,684.6",127.3,"4,637.9",126.1,"4,436.3",120.6,"4,436.3",120.6,"4,436.3",120.6,"5,003.2",136.0,"5,115.5",139.0,"5,199.0",141.3,"5,274.1",143.3,"5,274.1",143.3,"5,274.1",143.3,"5,274.1",143.3,"5,355.0",145.5,"5,562.1",151.2,"5,294.7",143.9,"5,304.6",144.2,"5,664.1",153.9,"5,664.1",153.9,"5,664.1",153.9,"5,624.3",152.9,"5,555.9",151.0,"5,660.8",153.9,"5,652.3",153.6,"5,657.8",153.8,"5,657.8",153.8,"5,657.8",153.8,"5,732.5",155.8,"5,622.5",152.8,"5,728.1",155.7,"5,571.0",151.4,415.3,11.3,-3.9,-1.0,-4.3,0.0,0.0,12.8,2.2,1.6,1.4,0.0,0.0,0.0,1.5,3.9,-4.8,0.2,6.8,0.0,0.0,-0.7,-1.2,1.9,-0.1,0.1,0.0,0.0,1.3,-1.9,1.9,-2.7
CAT,Caterpillar Inc.,NYSE,Industrials,"63,831.6",12.4,550.1,"81,616.6",0.1,-4.0,5.4,"46,508.0",5.5,4.6,6.3,A,"61,251.7",111.4,"64,216.7",116.7,"63,078.0",114.7,"63,078.0",114.7,"63,078.0",114.7,"66,246.5",120.4,"67,066.1",121.9,"70,080.6",127.4,"68,776.9",125.0,"68,776.9",125.0,"68,776.9",125.0,"68,776.9",125.0,"61,777.1",114.1,"63,043.6",116.5,"60,364.4",111.5,"61,279.1",113.2,"62,946.1",116.3,"62,946.1",116.3,"62,946.1",116.3,"62,026.0",114.6,"59,455.1",109.9,"59,882.7",110.6,"61,111.3",112.9,"61,722.9",114.0,"61,722.9",114.0,"61,722.9",114.0,"62,350.8",115.2,"62,491.5",115.5,"64,981.2",120.1,"62,989.4",116.4,"2,941.8",4.8,-4.0,4.8,-1.8,0.0,0.0,5.0,1.2,4.5,-1.9,0.0,0.0,0.0,-8.7,2.1,-4.2,1.5,2.7,0.0,0.0,-1.5,-4.1,0.7,2.1,1.0,0.0,0.0,1.0,0.2,4.0,-3.1
CATM,Cardtronics plc Class A,NASDAQ,Finance,930.0,-10.8,44.7,"1,991.6",-0.2,-23.9,43.8,"1,230.1",6.7,8.2,2.0,BB,708.2,15.9,734.4,16.5,741.5,16.7,741.5,16.7,741.5,16.7,905.5,20.4,916.6,20.6,873.5,19.7,"1,027.8",23.1,"1,027.8",23.1,"1,027.8",23.1,"1,027.8",23.1,957.1,21.5,924.6,20.8,820.2,18.5,775.7,17.5,894.0,20.1,894.0,20.1,894.0,20.1,845.1,19.0,801.5,18.0,848.2,19.1,871.7,19.6,874.9,19.7,874.9,19.7,874.9,19.7,930.0,20.9,953.5,21.5,"1,067.8",24.0,"1,018.0",22.9,100.0,2.3,-23.9,3.7,1.0,0.0,0.0,22.1,1.2,-4.7,17.7,0.0,0.0,0.0,-6.9,-3.4,-11.3,-5.4,15.2,0.0,0.0,-5.5,-5.2,5.8,2.8,0.4,0.0,0.0,6.3,2.5,12.0,-4.7
CATO,Cato Corporation Class A,NYSE,Consumer Cyclicals,252.3,13.2,24.4,428.7,0.8,-9.5,16.6,651.3,2.2,5.7,3.2,B,211.4,9.7,202.2,9.2,193.4,8.8,193.4,8.8,193.4,8.8,217.7,10.0,224.5,10.3,223.8,10.2,237.9,10.9,237.9,10.9,237.9,10.9,237.9,10.9,239.2,10.9,233.3,10.7,217.9,10.0,227.8,10.4,234.4,10.7,234.4,10.7,234.4,10.7,224.9,10.3,215.3,9.8,211.4,9.7,210.1,9.6,210.7,9.6,210.7,9.6,210.7,9.6,224.1,10.2,240.3,11.0,253.6,11.6,246.4,11.3,16.1,0.7,-9.5,-4.3,-4.3,0.0,0.0,12.6,3.1,-0.3,6.3,0.0,0.0,0.0,0.6,-2.5,-6.6,4.5,2.9,0.0,0.0,-4.0,-4.3,-1.8,-0.6,0.3,0.0,0.0,6.3,7.2,5.6,-2.8
CATY,Cathay General Bancorp,NASDAQ,Finance,"1,827.9",24.0,79.7,"3,032.9",0.6,-5.5,28.8,810.8,1.4,6.5,4.3,BBB,"1,726.8",21.7,"1,796.1",22.6,"1,697.3",21.3,"1,697.3",21.3,"1,697.3",21.3,"1,847.9",23.2,"1,854.2",23.3,"1,924.3",24.2,"2,086.8",26.2,"2,086.8",26.2,"2,086.8",26.2,"2,086.8",26.2,"1,951.4",24.5,"1,929.1",24.2,"1,832.7",23.0,"1,749.9",22.0,"1,866.2",23.4,"1,866.2",23.4,"1,866.2",23.4,"1,862.4",23.5,"1,823.5",23.0,"1,803.6",22.7,"1,848.1",23.3,"1,896.6",23.9,"1,896.6",23.9,"1,896.6",23.9,"2,017.3",25.4,"2,108.6",26.6,"2,295.2",28.9,"2,217.4",27.9,152.4,1.9,-5.5,4.0,-5.5,0.0,0.0,8.9,0.3,3.8,8.4,0.0,0.0,0.0,-6.5,-1.1,-5.0,-4.5,6.6,0.0,0.0,0.1,-2.1,-1.1,2.5,2.6,0.0,0.0,6.4,4.5,8.9,-3.4
CB,Chubb Limited,NYSE,Finance,"50,473.6",75.2,452.0,"70,545.4",0.5,-6.7,3.7,"34,465.0",6.4,3.8,4.1,BBB,"47,075.3",104.2,"47,870.6",105.9,"46,465.2",102.8,"46,465.2",102.8,"46,465.2",102.8,"50,053.3",110.8,"50,627.3",112.0,"51,731.3",114.6,"55,188.8",122.3,"55,188.8",122.3,"55,188.8",122.3,"55,188.8",122.3,"53,988.1",119.6,"55,292.6",122.5,"52,584.4",116.5,"50,530.7",112.0,"53,618.0",118.8,"53,618.0",118.8,"53,618.0",118.8,"51,744.8",114.6,"50,729.3",112.4,"47,944.3",106.2,"46,978.4",104.1,"46,951.3",104.0,"46,951.3",104.0,"46,951.3",104.0,"48,084.2",106.5,"49,835.5",110.4,"50,583.6",112.1,"48,751.1",108.0,"3,180.8",7.1,-6.7,1.7,-2.9,0.0,0.0,7.7,1.1,2.3,6.7,0.0,0.0,0.0,-2.2,2.4,-4.9,-3.9,6.1,0.0,0.0,-3.5,-2.0,-5.5,-2.0,-0.1,0.0,0.0,2.4,3.6,1.5,-3.6
CBB,Cincinnati Bell Inc.,NYSE,Telecommunications,740.3,-11.6,50.4,527.9,-1.1,-0.2,0.3,"1,532.9",6.2,5.3,5.4,BBB,738.7,14.6,738.7,14.6,743.3,14.7,743.3,14.7,743.3,14.7,744.8,14.7,736.7,14.6,740.3,14.6,739.2,14.6,739.2,14.6,739.2,14.6,739.2,14.6,734.7,14.5,748.9,14.8,739.2,14.6,749.4,14.8,746.3,14.8,746.3,14.8,746.3,14.8,746.3,14.8,743.3,14.7,746.3,14.8,750.4,14.8,743.8,14.7,743.8,14.7,743.8,14.7,740.8,14.7,741.8,14.7,741.3,14.7,740.8,14.7,3.8,0.1,-0.2,0.0,0.6,0.0,0.0,0.2,-1.1,0.5,-0.1,0.0,0.0,0.0,-0.6,1.9,-1.3,1.4,-0.4,0.0,0.0,0.0,-0.4,0.4,0.5,-0.9,0.0,0.0,-0.4,0.1,-0.1,-0.1
